ProductID,Name,Month,BottleSize,Category,Gender,Season,SoldInSeason,DiscountPercent,CostPerBottle,SellingPrice,QuantitySold
8,Silver Scent,July,3ml,Oriental,Him,All Seasons,1,4.19,12.63,30,138
4,Zara Gold,July,3ml,Woody,Him,All Seasons,1,10.64,14.37,30,241
11,Lacoste White,June,100ml,Woody,Him,Summer,1,8.81,243.81,600,62
24,Ultra Male,November,5ml,Oriental,Him,Winter,1,6.91,26.73,50,222
12,Spicebomb,February,5ml,Woody,Him,Winter,1,16.71,30.59,50,156
10,Invictus,May,10ml,Oriental,Him,Summer,1,16.61,57.59,100,137
17,Yara Candy,May,3ml,Fruity,Her,Summer,1,9.18,12.46,30,212
16,Very Sexy,February,30ml,Fruity,Her,All Seasons,1,27.08,192.65,300,72
8,Silver Scent,February,10ml,Oriental,Him,All Seasons,1,0.22,51.96,100,129
24,Ultra Male,November,10ml,Oriental,Him,Winter,1,1.12,50.33,100,89
15,Coconut Vanille,October,30ml,Musk,Unisex,Summer,0,7.98,192.25,300,42
2,Stronger With You,May,10ml,Fresh,Him,All Seasons,1,13.51,59.4,100,124
10,Invictus,April,5ml,Oriental,Him,Summer,0,19.04,25.63,50,110
23,Moon Sparkle,May,100ml,Gourmand,Her,Summer,1,3.23,314.07,600,56
10,Invictus,September,30ml,Oriental,Him,Summer,1,9.12,122.18,300,78
14,Khamra,April,100ml,Musk,Unisex,Winter,0,2.63,253.95,600,14
15,Coconut Vanille,January,10ml,Musk,Unisex,Summer,0,27.26,43.14,100,63
17,Yara Candy,June,100ml,Fruity,Her,Summer,1,12.96,368.98,600,15
21,Musk Pink,August,100ml,Fruity,Her,Summer,1,9.95,263.17,600,96
4,Zara Gold,July,3ml,Woody,Him,All Seasons,1,10.64,18.23,30,286
13,Black Opium,March,3ml,Oriental,Him,Winter,1,0.68,13.6,30,215
13,Black Opium,November,50ml,Oriental,Him,Winter,1,15.03,184.34,450,73
4,Zara Gold,August,10ml,Woody,Him,All Seasons,1,26.79,42.27,100,239
17,Yara Candy,September,50ml,Fruity,Her,Summer,1,21.58,234.89,450,110
3,Stronger With You Intensely,December,15ml,Fresh,Him,Winter,1,1.91,62.65,130,77
11,Lacoste White,July,5ml,Woody,Him,Summer,1,12.26,28.95,50,179
8,Silver Scent,July,5ml,Oriental,Him,All Seasons,1,6.0,21.73,50,160
4,Zara Gold,October,5ml,Woody,Him,All Seasons,1,29.12,20.93,50,160
20,Musk Roman,October,30ml,Musk,Unisex,All Seasons,1,14.47,122.72,300,82
6,Oud,November,3ml,Musk,Unisex,Winter,1,5.68,18.75,30,204
7,Imperial Valley,September,5ml,Oriental,Him,Summer,1,9.37,30.49,50,149
21,Musk Pink,January,50ml,Fruity,Her,Summer,0,8.01,206.34,450,25
22,Elixir,May,10ml,Fresh,Him,Summer,1,0.65,51.41,100,175
1,Le Male Elixir,August,30ml,Oriental,Him,Winter,0,2.83,161.64,300,29
7,Imperial Valley,June,10ml,Oriental,Him,Summer,1,24.97,60.75,100,153
18,Marshmallow,January,3ml,Fruity,Unisex,Winter,1,18.82,13.08,30,166
19,Good Girl,April,15ml,Oriental,Her,All Seasons,1,17.63,74.23,130,99
24,Ultra Male,April,5ml,Oriental,Him,Winter,0,6.91,27.03,50,22
14,Khamra,January,50ml,Musk,Unisex,Winter,1,10.85,262.19,450,64
1,Le Male Elixir,October,50ml,Oriental,Him,Winter,0,29.27,260.84,450,51
21,Musk Pink,May,100ml,Fruity,Her,Summer,1,9.95,327.96,600,54
4,Zara Gold,October,30ml,Woody,Him,All Seasons,1,5.84,147.48,300,59
3,Stronger With You Intensely,November,3ml,Fresh,Him,Winter,1,13.3,19.29,30,226
17,Yara Candy,November,50ml,Fruity,Her,Summer,0,21.58,222.19,450,44
15,Coconut Vanille,November,50ml,Musk,Unisex,Summer,0,29.08,221.14,450,35
2,Stronger With You,June,5ml,Fresh,Him,All Seasons,1,3.84,30.16,50,163
5,One Million,March,10ml,Woody,Him,All Seasons,1,22.34,51.16,100,142
15,Coconut Vanille,February,100ml,Musk,Unisex,Summer,0,23.36,333.1,600,35
7,Imperial Valley,August,50ml,Oriental,Him,Summer,1,8.65,180.16,450,112
17,Yara Candy,February,5ml,Fruity,Her,Summer,0,17.38,25.58,50,72
10,Invictus,March,30ml,Oriental,Him,Summer,0,9.12,146.93,300,32
15,Coconut Vanille,March,10ml,Musk,Unisex,Summer,0,27.26,42.94,100,47
12,Spicebomb,April,100ml,Woody,Him,Winter,0,5.01,255.86,600,42
9,Black XS L'exces,May,100ml,Oriental,Him,Summer,1,16.96,346.79,600,90
9,Black XS L'exces,April,50ml,Oriental,Him,Summer,0,14.13,197.05,450,21
17,Yara Candy,July,10ml,Fruity,Her,Summer,1,5.3,44.83,100,135
13,Black Opium,December,10ml,Oriental,Him,Winter,1,21.67,63.58,100,142
15,Coconut Vanille,August,30ml,Musk,Unisex,Summer,1,7.98,157.87,300,116
14,Khamra,September,100ml,Musk,Unisex,Winter,0,2.63,243.88,600,28
5,One Million,February,10ml,Woody,Him,All Seasons,1,22.34,43.6,100,143
22,Elixir,February,15ml,Fresh,Him,Summer,0,24.79,68.85,130,83
14,Khamra,March,50ml,Musk,Unisex,Winter,1,10.85,247.06,450,60
18,Marshmallow,November,10ml,Fruity,Unisex,Winter,1,19.5,41.56,100,98
22,Elixir,March,10ml,Fresh,Him,Summer,0,0.65,51.58,100,60
23,Moon Sparkle,December,10ml,Gourmand,Her,Summer,0,8.44,45.78,100,65
17,Yara Candy,October,15ml,Fruity,Her,Summer,0,25.7,65.53,130,65
19,Good Girl,October,3ml,Oriental,Her,All Seasons,1,9.9,19.26,30,213
12,Spicebomb,April,3ml,Woody,Him,Winter,0,19.86,13.86,30,120
18,Marshmallow,February,30ml,Fruity,Unisex,Winter,1,12.47,163.15,300,59
8,Silver Scent,March,100ml,Oriental,Him,All Seasons,1,23.42,375.64,600,120
18,Marshmallow,November,50ml,Fruity,Unisex,Winter,1,1.25,233.74,450,84
3,Stronger With You Intensely,June,100ml,Fresh,Him,Winter,0,22.74,311.22,600,11
22,Elixir,May,50ml,Fresh,Him,Summer,1,4.21,194.25,450,67
6,Oud,March,50ml,Musk,Unisex,Winter,1,13.11,235.72,450,99
16,Very Sexy,May,3ml,Fruity,Her,All Seasons,1,21.51,18.24,30,111
1,Le Male Elixir,May,100ml,Oriental,Him,Winter,0,22.83,330.84,600,31
4,Zara Gold,September,15ml,Woody,Him,All Seasons,1,23.35,69.68,130,87
24,Ultra Male,October,30ml,Oriental,Him,Winter,0,11.13,137.76,300,44
21,Musk Pink,June,100ml,Fruity,Her,Summer,1,9.95,301.44,600,92
6,Oud,May,3ml,Musk,Unisex,Winter,0,5.68,19.45,30,116
4,Zara Gold,June,5ml,Woody,Him,All Seasons,1,29.12,21.33,50,180
20,Musk Roman,March,3ml,Musk,Unisex,All Seasons,1,10.41,16.64,30,173
24,Ultra Male,January,10ml,Oriental,Him,Winter,1,1.12,61.53,100,128
5,One Million,March,50ml,Woody,Him,All Seasons,1,11.11,253.03,450,46
16,Very Sexy,January,15ml,Fruity,Her,All Seasons,1,2.89,78.57,130,93
7,Imperial Valley,January,15ml,Oriental,Him,Summer,0,24.14,69.78,130,85
18,Marshmallow,March,5ml,Fruity,Unisex,Winter,1,17.52,32.08,50,135
11,Lacoste White,November,5ml,Woody,Him,Summer,0,12.26,32.38,50,45
4,Zara Gold,March,15ml,Woody,Him,All Seasons,1,23.35,71.04,130,172
8,Silver Scent,September,3ml,Oriental,Him,All Seasons,1,4.19,12.89,30,46
13,Black Opium,February,15ml,Oriental,Him,Winter,1,13.86,79.44,130,90
20,Musk Roman,June,100ml,Musk,Unisex,All Seasons,1,2.48,337.88,600,56
1,Le Male Elixir,August,15ml,Oriental,Him,Winter,0,20.92,79.86,130,62
23,Moon Sparkle,July,3ml,Gourmand,Her,Summer,1,3.26,13.25,30,163
16,Very Sexy,October,10ml,Fruity,Her,All Seasons,1,8.17,46.16,100,135
22,Elixir,April,10ml,Fresh,Him,Summer,0,0.65,52.49,100,66
23,Moon Sparkle,September,30ml,Gourmand,Her,Summer,1,21.81,152.02,300,103
4,Zara Gold,May,30ml,Woody,Him,All Seasons,1,5.84,146.94,300,60
3,Stronger With You Intensely,June,100ml,Fresh,Him,Winter,0,22.74,295.41,600,27
19,Good Girl,April,30ml,Oriental,Her,All Seasons,1,5.12,157.62,300,98
5,One Million,December,5ml,Woody,Him,All Seasons,1,20.49,26.16,50,156
4,Zara Gold,October,3ml,Woody,Him,All Seasons,1,10.64,18.34,30,234
12,Spicebomb,June,5ml,Woody,Him,Winter,0,16.71,23.94,50,83
22,Elixir,September,30ml,Fresh,Him,Summer,1,26.88,129.29,300,48
20,Musk Roman,November,30ml,Musk,Unisex,All Seasons,1,14.47,143.95,300,124
13,Black Opium,April,10ml,Oriental,Him,Winter,0,21.67,46.58,100,67
5,One Million,April,50ml,Woody,Him,All Seasons,1,11.11,187.57,450,59
9,Black XS L'exces,October,5ml,Oriental,Him,Summer,0,17.06,23.02,50,111
17,Yara Candy,April,50ml,Fruity,Her,Summer,0,21.58,183.1,450,37
4,Zara Gold,February,30ml,Woody,Him,All Seasons,1,5.84,160.73,300,138
13,Black Opium,August,5ml,Oriental,Him,Winter,0,2.7,21.24,50,39
1,Le Male Elixir,March,100ml,Oriental,Him,Winter,1,22.83,368.98,600,70
8,Silver Scent,August,100ml,Oriental,Him,All Seasons,1,23.42,385.04,600,89
6,Oud,February,50ml,Musk,Unisex,Winter,1,13.11,249.56,450,110
17,Yara Candy,June,30ml,Fruity,Her,Summer,1,22.76,134.35,300,58
22,Elixir,March,5ml,Fresh,Him,Summer,0,13.17,25.65,50,43
4,Zara Gold,July,100ml,Woody,Him,All Seasons,1,1.31,290.77,600,54
20,Musk Roman,March,5ml,Musk,Unisex,All Seasons,1,17.73,29.43,50,204
16,Very Sexy,April,50ml,Fruity,Her,All Seasons,1,13.67,205.18,450,45
24,Ultra Male,November,15ml,Oriental,Him,Winter,1,16.65,55.26,130,134
22,Elixir,December,30ml,Fresh,Him,Summer,0,26.88,146.0,300,51
3,Stronger With You Intensely,April,3ml,Fresh,Him,Winter,0,13.3,16.42,30,117
18,Marshmallow,August,10ml,Fruity,Unisex,Winter,0,19.5,62.49,100,63
15,Coconut Vanille,May,3ml,Musk,Unisex,Summer,1,3.54,17.85,30,256
3,Stronger With You Intensely,March,50ml,Fresh,Him,Winter,1,18.95,198.17,450,106
7,Imperial Valley,February,5ml,Oriental,Him,Summer,0,9.37,23.93,50,99
23,Moon Sparkle,November,10ml,Gourmand,Her,Summer,0,8.44,55.87,100,66
14,Khamra,January,3ml,Musk,Unisex,Winter,1,20.89,16.71,30,243
9,Black XS L'exces,June,3ml,Oriental,Him,Summer,1,13.77,18.75,30,141
8,Silver Scent,March,15ml,Oriental,Him,All Seasons,1,23.61,61.03,130,59
21,Musk Pink,October,10ml,Fruity,Her,Summer,0,28.13,49.84,100,90
7,Imperial Valley,February,3ml,Oriental,Him,Summer,0,21.01,19.45,30,118
4,Zara Gold,July,50ml,Woody,Him,All Seasons,1,14.0,236.69,450,78
14,Khamra,May,5ml,Musk,Unisex,Winter,0,13.38,24.82,50,87
24,Ultra Male,July,3ml,Oriental,Him,Winter,0,27.48,12.89,30,81
5,One Million,March,3ml,Woody,Him,All Seasons,1,4.63,16.65,30,212
7,Imperial Valley,February,10ml,Oriental,Him,Summer,0,24.97,53.07,100,62
12,Spicebomb,March,15ml,Woody,Him,Winter,1,19.93,69.53,130,75
5,One Million,July,3ml,Woody,Him,All Seasons,1,4.63,12.06,30,216
16,Very Sexy,August,10ml,Fruity,Her,All Seasons,1,8.17,60.64,100,106
7,Imperial Valley,November,10ml,Oriental,Him,Summer,0,24.97,49.58,100,52
4,Zara Gold,December,3ml,Woody,Him,All Seasons,1,10.64,14.24,30,313
7,Imperial Valley,October,30ml,Oriental,Him,Summer,0,11.62,169.49,300,23
23,Moon Sparkle,January,10ml,Gourmand,Her,Summer,0,8.44,58.37,100,62
23,Moon Sparkle,September,30ml,Gourmand,Her,Summer,1,21.81,138.9,300,110
13,Black Opium,September,3ml,Oriental,Him,Winter,0,0.68,17.42,30,83
10,Invictus,September,3ml,Oriental,Him,Summer,1,22.95,18.94,30,309
20,Musk Roman,August,50ml,Musk,Unisex,All Seasons,1,23.48,192.62,450,81
5,One Million,September,10ml,Woody,Him,All Seasons,1,22.34,48.12,100,139
16,Very Sexy,August,10ml,Fruity,Her,All Seasons,1,8.17,64.23,100,63
17,Yara Candy,August,10ml,Fruity,Her,Summer,1,5.3,58.54,100,131
18,Marshmallow,September,30ml,Fruity,Unisex,Winter,0,12.47,134.63,300,29
6,Oud,January,30ml,Musk,Unisex,Winter,1,20.09,161.28,300,104
18,Marshmallow,July,30ml,Fruity,Unisex,Winter,0,12.47,161.3,300,63
15,Coconut Vanille,February,100ml,Musk,Unisex,Summer,0,23.36,357.67,600,49
22,Elixir,December,15ml,Fresh,Him,Summer,0,24.79,54.66,130,36
5,One Million,December,5ml,Woody,Him,All Seasons,1,20.49,29.49,50,148
15,Coconut Vanille,February,30ml,Musk,Unisex,Summer,0,7.98,135.97,300,34
20,Musk Roman,November,10ml,Musk,Unisex,All Seasons,1,0.68,48.0,100,179
7,Imperial Valley,June,15ml,Oriental,Him,Summer,1,24.14,58.82,130,118
18,Marshmallow,September,3ml,Fruity,Unisex,Winter,0,18.82,13.08,30,41
3,Stronger With You Intensely,August,10ml,Fresh,Him,Winter,0,16.64,52.66,100,71
18,Marshmallow,February,30ml,Fruity,Unisex,Winter,1,12.47,161.76,300,116
15,Coconut Vanille,November,10ml,Musk,Unisex,Summer,0,27.26,59.38,100,67
5,One Million,August,3ml,Woody,Him,All Seasons,1,4.63,15.86,30,121
2,Stronger With You,June,3ml,Fresh,Him,All Seasons,1,23.58,14.42,30,160
18,Marshmallow,August,3ml,Fruity,Unisex,Winter,0,18.82,13.92,30,136
6,Oud,December,10ml,Musk,Unisex,Winter,1,14.27,58.11,100,141
12,Spicebomb,August,100ml,Woody,Him,Winter,0,5.01,382.79,600,25
2,Stronger With You,August,15ml,Fresh,Him,All Seasons,1,11.12,66.92,130,70
24,Ultra Male,November,100ml,Oriental,Him,Winter,1,24.25,358.63,600,76
14,Khamra,September,3ml,Musk,Unisex,Winter,0,20.89,15.08,30,88
23,Moon Sparkle,February,100ml,Gourmand,Her,Summer,0,3.23,290.17,600,25
4,Zara Gold,October,100ml,Woody,Him,All Seasons,1,1.31,316.07,600,56
5,One Million,November,3ml,Woody,Him,All Seasons,1,4.63,16.58,30,161
15,Coconut Vanille,September,3ml,Musk,Unisex,Summer,1,3.54,14.75,30,282
15,Coconut Vanille,February,30ml,Musk,Unisex,Summer,0,7.98,160.55,300,46
19,Good Girl,July,5ml,Oriental,Her,All Seasons,1,4.34,21.85,50,279
23,Moon Sparkle,January,30ml,Gourmand,Her,Summer,0,21.81,137.07,300,38
20,Musk Roman,October,30ml,Musk,Unisex,All Seasons,1,14.47,127.24,300,61
4,Zara Gold,December,3ml,Woody,Him,All Seasons,1,10.64,12.03,30,156
8,Silver Scent,January,50ml,Oriental,Him,All Seasons,1,21.15,224.69,450,52
22,Elixir,February,100ml,Fresh,Him,Summer,0,16.62,254.79,600,22
14,Khamra,December,15ml,Musk,Unisex,Winter,1,9.05,62.83,130,96
21,Musk Pink,October,100ml,Fruity,Her,Summer,0,9.95,388.39,600,30
14,Khamra,October,30ml,Musk,Unisex,Winter,0,18.91,176.23,300,59
2,Stronger With You,March,50ml,Fresh,Him,All Seasons,1,19.32,229.24,450,67
12,Spicebomb,August,5ml,Woody,Him,Winter,0,16.71,23.61,50,96
20,Musk Roman,October,30ml,Musk,Unisex,All Seasons,1,14.47,191.11,300,118
16,Very Sexy,January,100ml,Fruity,Her,All Seasons,1,6.07,269.53,600,44
4,Zara Gold,April,50ml,Woody,Him,All Seasons,1,14.0,238.39,450,59
6,Oud,April,30ml,Musk,Unisex,Winter,0,20.09,123.78,300,56
21,Musk Pink,July,10ml,Fruity,Her,Summer,1,28.13,45.04,100,121
24,Ultra Male,April,3ml,Oriental,Him,Winter,0,27.48,12.18,30,91
19,Good Girl,May,10ml,Oriental,Her,All Seasons,1,3.1,64.79,100,78
3,Stronger With You Intensely,April,50ml,Fresh,Him,Winter,0,18.95,191.47,450,29
15,Coconut Vanille,January,15ml,Musk,Unisex,Summer,0,20.99,84.42,130,68
20,Musk Roman,September,3ml,Musk,Unisex,All Seasons,1,10.41,18.23,30,183
16,Very Sexy,August,5ml,Fruity,Her,All Seasons,1,13.48,31.61,50,156
15,Coconut Vanille,November,10ml,Musk,Unisex,Summer,0,27.26,55.26,100,84
12,Spicebomb,July,3ml,Woody,Him,Winter,0,19.86,18.25,30,127
6,Oud,September,15ml,Musk,Unisex,Winter,0,6.81,54.1,130,62
7,Imperial Valley,May,100ml,Oriental,Him,Summer,1,20.47,326.78,600,28
18,Marshmallow,May,50ml,Fruity,Unisex,Winter,0,1.25,212.63,450,52
2,Stronger With You,May,100ml,Fresh,Him,All Seasons,1,24.68,277.57,600,57
3,Stronger With You Intensely,December,100ml,Fresh,Him,Winter,1,22.74,288.08,600,88
10,Invictus,June,3ml,Oriental,Him,Summer,1,22.95,12.57,30,231
19,Good Girl,November,10ml,Oriental,Her,All Seasons,1,3.1,43.04,100,131
16,Very Sexy,April,5ml,Fruity,Her,All Seasons,1,13.48,31.03,50,159
15,Coconut Vanille,September,30ml,Musk,Unisex,Summer,1,7.98,145.98,300,55
13,Black Opium,April,3ml,Oriental,Him,Winter,0,0.68,14.22,30,71
3,Stronger With You Intensely,May,30ml,Fresh,Him,Winter,0,24.83,159.43,300,37
8,Silver Scent,November,10ml,Oriental,Him,All Seasons,1,0.22,62.4,100,94
2,Stronger With You,September,5ml,Fresh,Him,All Seasons,1,3.84,27.05,50,171
19,Good Girl,June,5ml,Oriental,Her,All Seasons,1,4.34,29.44,50,192
19,Good Girl,May,30ml,Oriental,Her,All Seasons,1,5.12,187.85,300,74
7,Imperial Valley,October,15ml,Oriental,Him,Summer,0,24.14,79.23,130,35
8,Silver Scent,February,100ml,Oriental,Him,All Seasons,1,23.42,351.6,600,47
8,Silver Scent,November,100ml,Oriental,Him,All Seasons,1,23.42,331.25,600,67
22,Elixir,August,15ml,Fresh,Him,Summer,1,24.79,81.21,130,90
12,Spicebomb,April,30ml,Woody,Him,Winter,0,12.19,134.52,300,29
19,Good Girl,September,15ml,Oriental,Her,All Seasons,1,17.63,57.13,130,104
11,Lacoste White,December,10ml,Woody,Him,Summer,0,25.6,44.4,100,49
17,Yara Candy,May,30ml,Fruity,Her,Summer,1,22.76,183.97,300,104
13,Black Opium,May,3ml,Oriental,Him,Winter,0,0.68,15.89,30,64
7,Imperial Valley,December,50ml,Oriental,Him,Summer,0,8.65,252.66,450,34
22,Elixir,May,30ml,Fresh,Him,Summer,1,26.88,183.53,300,58
18,Marshmallow,November,5ml,Fruity,Unisex,Winter,1,17.52,27.33,50,190
19,Good Girl,November,3ml,Oriental,Her,All Seasons,1,9.9,13.62,30,123
23,Moon Sparkle,July,5ml,Gourmand,Her,Summer,1,20.17,21.27,50,145
6,Oud,January,30ml,Musk,Unisex,Winter,1,20.09,121.19,300,83
3,Stronger With You Intensely,January,30ml,Fresh,Him,Winter,1,24.83,126.88,300,48
14,Khamra,April,30ml,Musk,Unisex,Winter,0,18.91,155.81,300,71
8,Silver Scent,January,3ml,Oriental,Him,All Seasons,1,4.19,15.36,30,136
11,Lacoste White,October,3ml,Woody,Him,Summer,0,6.44,12.78,30,103
6,Oud,August,50ml,Musk,Unisex,Winter,0,13.11,287.06,450,42
10,Invictus,June,15ml,Oriental,Him,Summer,1,16.78,60.99,130,56
10,Invictus,October,10ml,Oriental,Him,Summer,0,16.61,51.18,100,71
9,Black XS L'exces,February,3ml,Oriental,Him,Summer,0,13.77,17.33,30,91
18,Marshmallow,July,3ml,Fruity,Unisex,Winter,0,18.82,13.45,30,183
15,Coconut Vanille,May,50ml,Musk,Unisex,Summer,1,29.08,190.07,450,138
12,Spicebomb,January,50ml,Woody,Him,Winter,1,24.42,212.32,450,65
3,Stronger With You Intensely,June,5ml,Fresh,Him,Winter,0,6.82,29.17,50,100
14,Khamra,February,5ml,Musk,Unisex,Winter,1,13.38,24.44,50,237
5,One Million,January,10ml,Woody,Him,All Seasons,1,22.34,48.97,100,124
8,Silver Scent,March,10ml,Oriental,Him,All Seasons,1,0.22,49.04,100,64
10,Invictus,March,50ml,Oriental,Him,Summer,0,0.92,190.41,450,31
4,Zara Gold,August,10ml,Woody,Him,All Seasons,1,26.79,50.82,100,153
10,Invictus,October,50ml,Oriental,Him,Summer,0,0.92,246.07,450,24
7,Imperial Valley,June,50ml,Oriental,Him,Summer,1,8.65,192.16,450,78
21,Musk Pink,August,30ml,Fruity,Her,Summer,1,14.2,172.27,300,92
21,Musk Pink,February,5ml,Fruity,Her,Summer,0,14.72,24.44,50,67
1,Le Male Elixir,October,100ml,Oriental,Him,Winter,0,22.83,373.6,600,42
15,Coconut Vanille,July,30ml,Musk,Unisex,Summer,1,7.98,179.63,300,103
16,Very Sexy,June,30ml,Fruity,Her,All Seasons,1,27.08,171.88,300,74
10,Invictus,November,100ml,Oriental,Him,Summer,0,13.1,286.81,600,37
12,Spicebomb,April,30ml,Woody,Him,Winter,0,12.19,145.69,300,54
19,Good Girl,June,30ml,Oriental,Her,All Seasons,1,5.12,153.65,300,59
10,Invictus,December,50ml,Oriental,Him,Summer,0,0.92,240.77,450,28
2,Stronger With You,February,3ml,Fresh,Him,All Seasons,1,23.58,16.69,30,121
9,Black XS L'exces,July,100ml,Oriental,Him,Summer,1,16.96,356.01,600,90
7,Imperial Valley,July,5ml,Oriental,Him,Summer,1,9.37,29.16,50,86
10,Invictus,September,100ml,Oriental,Him,Summer,1,13.1,298.07,600,78
6,Oud,December,15ml,Musk,Unisex,Winter,1,6.81,74.24,130,85
4,Zara Gold,May,100ml,Woody,Him,All Seasons,1,1.31,382.67,600,37
24,Ultra Male,February,10ml,Oriental,Him,Winter,1,1.12,51.02,100,81
4,Zara Gold,May,50ml,Woody,Him,All Seasons,1,14.0,282.94,450,6
17,Yara Candy,February,15ml,Fruity,Her,Summer,0,25.7,75.97,130,38
18,Marshmallow,September,30ml,Fruity,Unisex,Winter,0,12.47,153.13,300,48
15,Coconut Vanille,July,15ml,Musk,Unisex,Summer,1,20.99,71.18,130,102
22,Elixir,October,100ml,Fresh,Him,Summer,0,16.62,336.87,600,50
1,Le Male Elixir,May,50ml,Oriental,Him,Winter,0,29.27,270.9,450,39
8,Silver Scent,December,5ml,Oriental,Him,All Seasons,1,6.0,21.35,50,187
5,One Million,November,30ml,Woody,Him,All Seasons,1,9.77,187.0,300,68
14,Khamra,November,10ml,Musk,Unisex,Winter,1,11.43,61.27,100,180
16,Very Sexy,September,30ml,Fruity,Her,All Seasons,1,27.08,194.36,300,114
22,Elixir,March,15ml,Fresh,Him,Summer,0,24.79,82.12,130,34
10,Invictus,February,5ml,Oriental,Him,Summer,0,19.04,20.14,50,76
6,Oud,December,5ml,Musk,Unisex,Winter,1,3.9,26.97,50,252
23,Moon Sparkle,November,10ml,Gourmand,Her,Summer,0,8.44,47.33,100,40
17,Yara Candy,November,15ml,Fruity,Her,Summer,0,25.7,62.38,130,86
19,Good Girl,August,50ml,Oriental,Her,All Seasons,1,27.75,286.44,450,63
11,Lacoste White,November,30ml,Woody,Him,Summer,0,1.75,141.97,300,18
11,Lacoste White,June,50ml,Woody,Him,Summer,1,8.44,226.9,450,60
10,Invictus,February,5ml,Oriental,Him,Summer,0,19.04,32.28,50,63
18,Marshmallow,April,5ml,Fruity,Unisex,Winter,0,17.52,24.96,50,58
6,Oud,November,3ml,Musk,Unisex,Winter,1,5.68,12.16,30,298
24,Ultra Male,August,3ml,Oriental,Him,Winter,0,27.48,12.26,30,100
5,One Million,December,5ml,Woody,Him,All Seasons,1,20.49,28.35,50,157
12,Spicebomb,November,30ml,Woody,Him,Winter,1,12.19,132.17,300,72
8,Silver Scent,October,15ml,Oriental,Him,All Seasons,1,23.61,76.66,130,152
16,Very Sexy,January,15ml,Fruity,Her,All Seasons,1,2.89,75.19,130,64
17,Yara Candy,March,50ml,Fruity,Her,Summer,0,21.58,262.95,450,42
23,Moon Sparkle,May,10ml,Gourmand,Her,Summer,1,8.44,43.66,100,127
19,Good Girl,January,3ml,Oriental,Her,All Seasons,1,9.9,19.29,30,240
6,Oud,December,3ml,Musk,Unisex,Winter,1,5.68,16.29,30,248
5,One Million,March,5ml,Woody,Him,All Seasons,1,20.49,27.22,50,45
22,Elixir,May,10ml,Fresh,Him,Summer,1,0.65,43.22,100,168
12,Spicebomb,September,100ml,Woody,Him,Winter,0,5.01,253.44,600,44
3,Stronger With You Intensely,January,5ml,Fresh,Him,Winter,1,6.82,22.6,50,136
20,Musk Roman,August,50ml,Musk,Unisex,All Seasons,1,23.48,246.72,450,58
16,Very Sexy,February,3ml,Fruity,Her,All Seasons,1,21.51,13.94,30,187
1,Le Male Elixir,November,3ml,Oriental,Him,Winter,1,23.22,19.18,30,270
19,Good Girl,September,10ml,Oriental,Her,All Seasons,1,3.1,46.39,100,137
15,Coconut Vanille,May,30ml,Musk,Unisex,Summer,1,7.98,163.04,300,113
15,Coconut Vanille,September,50ml,Musk,Unisex,Summer,1,29.08,189.35,450,108
21,Musk Pink,April,50ml,Fruity,Her,Summer,0,8.01,241.96,450,41
12,Spicebomb,February,100ml,Woody,Him,Winter,1,5.01,277.13,600,46
12,Spicebomb,January,15ml,Woody,Him,Winter,1,19.93,62.67,130,131
15,Coconut Vanille,March,5ml,Musk,Unisex,Summer,0,28.86,29.53,50,90
5,One Million,September,10ml,Woody,Him,All Seasons,1,22.34,61.89,100,151
4,Zara Gold,July,5ml,Woody,Him,All Seasons,1,29.12,30.9,50,222
21,Musk Pink,April,10ml,Fruity,Her,Summer,0,28.13,53.33,100,78
6,Oud,September,3ml,Musk,Unisex,Winter,0,5.68,18.53,30,80
13,Black Opium,May,50ml,Oriental,Him,Winter,0,15.03,219.27,450,27
7,Imperial Valley,February,100ml,Oriental,Him,Summer,0,20.47,259.08,600,38
6,Oud,September,3ml,Musk,Unisex,Winter,0,5.68,16.42,30,69
15,Coconut Vanille,June,3ml,Musk,Unisex,Summer,1,3.54,15.96,30,153
20,Musk Roman,August,50ml,Musk,Unisex,All Seasons,1,23.48,212.5,450,48
11,Lacoste White,July,100ml,Woody,Him,Summer,1,8.81,343.66,600,23
4,Zara Gold,February,3ml,Woody,Him,All Seasons,1,10.64,15.0,30,307
6,Oud,January,30ml,Musk,Unisex,Winter,1,20.09,148.33,300,113
4,Zara Gold,February,10ml,Woody,Him,All Seasons,1,26.79,49.69,100,106
22,Elixir,March,50ml,Fresh,Him,Summer,0,4.21,268.6,450,23
8,Silver Scent,March,15ml,Oriental,Him,All Seasons,1,23.61,76.69,130,110
9,Black XS L'exces,December,5ml,Oriental,Him,Summer,0,17.06,27.23,50,4
2,Stronger With You,October,10ml,Fresh,Him,All Seasons,1,13.51,48.52,100,158
11,Lacoste White,November,30ml,Woody,Him,Summer,0,1.75,180.59,300,36
22,Elixir,June,5ml,Fresh,Him,Summer,1,13.17,28.12,50,182
10,Invictus,April,3ml,Oriental,Him,Summer,0,22.95,15.29,30,51
16,Very Sexy,May,15ml,Fruity,Her,All Seasons,1,2.89,68.02,130,120
5,One Million,November,30ml,Woody,Him,All Seasons,1,9.77,167.03,300,57
4,Zara Gold,May,50ml,Woody,Him,All Seasons,1,14.0,255.72,450,84
18,Marshmallow,August,30ml,Fruity,Unisex,Winter,0,12.47,154.14,300,28
