ProductID,Name,Month,BottleSize,Category,Gender,Season,SoldInSeason,DiscountPercent,CostPerBottle,SellingPrice,QuantitySold
9,Black XS L'exces,December,5ml,Oriental,Him,Summer,0,50.0,20,50,0
18,Marshmallow,February,5ml,Fruity,Unisex,Winter,1,60.0,20,50,13
15,Coconut Vanille,September,5ml,Musk,Unisex,Summer,1,50.0,20,50,2
19,Good Girl,August,30ml,Oriental,Her,All Seasons,1,50.0,150,300,3
2,Stronger With You,April,30ml,Fresh,Him,All Seasons,1,10.0,150,300,7
2,Stronger With You,May,50ml,Fresh,Him,All Seasons,1,30.0,200,450,1
16,Very Sexy,May,10ml,Fruity,Her,All Seasons,1,60.0,30,100,5
8,Silver Scent,September,50ml,Oriental,Him,All Seasons,1,30.0,200,450,2
6,Oud,August,10ml,Musk,Unisex,Winter,0,20.0,30,100,3
11,Lacoste White,October,100ml,Woody,Him,Summer,0,20.0,350,600,2
18,Marshmallow,August,10ml,Fruity,Unisex,Winter,0,10.0,30,100,2
5,One Million,December,5ml,Woody,Him,All Seasons,1,50.0,20,50,15
24,Ultra Male,October,10ml,Oriental,Him,Winter,0,30.0,30,100,9
11,Lacoste White,July,30ml,Woody,Him,Summer,1,60.0,150,300,3
4,Zara Gold,January,50ml,Woody,Him,All Seasons,1,10.0,200,450,0
2,Stronger With You,May,20ml,Fresh,Him,All Seasons,1,20.0,45,200,3
21,Musk Pink,February,10ml,Fruity,Her,Summer,0,50.0,30,100,1
3,Stronger With You Intensely,June,10ml,Fresh,Him,Winter,0,50.0,30,100,1
11,Lacoste White,December,5ml,Woody,Him,Summer,0,60.0,20,50,1
17,Yara Candy,May,100ml,Fruity,Her,Summer,1,10.0,350,600,7
13,Black Opium,October,50ml,Oriental,Him,Winter,0,20.0,200,450,0
7,Imperial Valley,June,5ml,Oriental,Him,Summer,1,60.0,20,50,3
3,Stronger With You Intensely,July,5ml,Fresh,Him,Winter,0,50.0,20,50,2
18,Marshmallow,January,30ml,Fruity,Unisex,Winter,1,50.0,150,300,12
12,Spicebomb,September,20ml,Woody,Him,Winter,0,10.0,45,200,1
2,Stronger With You,March,10ml,Fresh,Him,All Seasons,1,50.0,30,100,9
5,One Million,June,20ml,Woody,Him,All Seasons,1,30.0,45,200,1
14,Khamra,December,20ml,Musk,Unisex,Winter,1,60.0,45,200,5
5,One Million,March,30ml,Woody,Him,All Seasons,1,60.0,150,300,4
10,Invictus,December,50ml,Oriental,Him,Summer,0,50.0,200,450,1
3,Stronger With You Intensely,October,10ml,Fresh,Him,Winter,0,50.0,30,100,3
20,Musk Roman,January,50ml,Musk,Unisex,All Seasons,1,20.0,200,450,1
16,Very Sexy,May,50ml,Fruity,Her,All Seasons,1,60.0,200,450,3
19,Good Girl,December,50ml,Oriental,Her,All Seasons,1,30.0,200,450,3
2,Stronger With You,June,100ml,Fresh,Him,All Seasons,1,60.0,350,600,5
10,Invictus,October,10ml,Oriental,Him,Summer,0,10.0,30,100,5
7,Imperial Valley,December,50ml,Oriental,Him,Summer,0,10.0,200,450,2
15,Coconut Vanille,January,5ml,Musk,Unisex,Summer,0,50.0,20,50,14
20,Musk Roman,September,20ml,Musk,Unisex,All Seasons,1,10.0,45,200,4
6,Oud,November,50ml,Musk,Unisex,Winter,1,60.0,200,450,10
19,Good Girl,July,100ml,Oriental,Her,All Seasons,1,30.0,350,600,3
14,Khamra,December,5ml,Musk,Unisex,Winter,1,30.0,20,50,1
20,Musk Roman,September,50ml,Musk,Unisex,All Seasons,1,20.0,200,450,2
2,Stronger With You,August,20ml,Fresh,Him,All Seasons,1,20.0,45,200,5
24,Ultra Male,February,30ml,Oriental,Him,Winter,1,20.0,150,300,4
11,Lacoste White,October,100ml,Woody,Him,Summer,0,20.0,350,600,2
7,Imperial Valley,November,100ml,Oriental,Him,Summer,0,50.0,350,600,1
5,One Million,April,20ml,Woody,Him,All Seasons,1,30.0,45,200,7
24,Ultra Male,February,100ml,Oriental,Him,Winter,1,30.0,350,600,1
22,Elixir,July,20ml,Fresh,Him,Summer,1,30.0,45,200,5
4,Zara Gold,December,10ml,Woody,Him,All Seasons,1,30.0,30,100,9
11,Lacoste White,September,100ml,Woody,Him,Summer,1,20.0,350,600,3
18,Marshmallow,October,20ml,Fruity,Unisex,Winter,0,50.0,45,200,5
15,Coconut Vanille,July,100ml,Musk,Unisex,Summer,1,60.0,350,600,0
5,One Million,June,100ml,Woody,Him,All Seasons,1,30.0,350,600,5
9,Black XS L'exces,April,5ml,Oriental,Him,Summer,0,50.0,20,50,2
9,Black XS L'exces,October,50ml,Oriental,Him,Summer,0,20.0,200,450,3
7,Imperial Valley,August,100ml,Oriental,Him,Summer,1,50.0,350,600,8
24,Ultra Male,September,10ml,Oriental,Him,Winter,0,30.0,30,100,5
5,One Million,November,20ml,Woody,Him,All Seasons,1,30.0,45,200,5
17,Yara Candy,December,100ml,Fruity,Her,Summer,0,10.0,350,600,1
22,Elixir,November,50ml,Fresh,Him,Summer,0,30.0,200,450,0
20,Musk Roman,June,20ml,Musk,Unisex,All Seasons,1,10.0,45,200,3
20,Musk Roman,February,20ml,Musk,Unisex,All Seasons,1,10.0,45,200,0
4,Zara Gold,July,5ml,Woody,Him,All Seasons,1,60.0,20,50,8
4,Zara Gold,June,100ml,Woody,Him,All Seasons,1,60.0,350,600,1
19,Good Girl,December,100ml,Oriental,Her,All Seasons,1,30.0,350,600,2
18,Marshmallow,January,50ml,Fruity,Unisex,Winter,1,50.0,200,450,4
18,Marshmallow,November,20ml,Fruity,Unisex,Winter,1,50.0,45,200,6
11,Lacoste White,August,20ml,Woody,Him,Summer,1,20.0,45,200,0
13,Black Opium,January,20ml,Oriental,Him,Winter,1,50.0,45,200,2
1,Le Male Elixir,March,20ml,Oriental,Him,Winter,1,50.0,45,200,8
7,Imperial Valley,January,5ml,Oriental,Him,Summer,0,60.0,20,50,8
13,Black Opium,December,10ml,Oriental,Him,Winter,1,10.0,30,100,2
4,Zara Gold,August,30ml,Woody,Him,All Seasons,1,20.0,150,300,4
4,Zara Gold,August,10ml,Woody,Him,All Seasons,1,30.0,30,100,0
2,Stronger With You,July,5ml,Fresh,Him,All Seasons,1,10.0,20,50,4
6,Oud,May,20ml,Musk,Unisex,Winter,0,10.0,45,200,4
24,Ultra Male,March,50ml,Oriental,Him,Winter,1,20.0,200,450,0
17,Yara Candy,September,20ml,Fruity,Her,Summer,1,50.0,45,200,3
23,Moon Sparkle,February,50ml,Gourmand,Her,Summer,0,50.0,200,450,1
7,Imperial Valley,March,30ml,Oriental,Him,Summer,0,50.0,150,300,1
15,Coconut Vanille,December,10ml,Musk,Unisex,Summer,0,50.0,30,100,1
22,Elixir,February,30ml,Fresh,Him,Summer,0,50.0,150,300,3
9,Black XS L'exces,December,30ml,Oriental,Him,Summer,0,10.0,150,300,1
16,Very Sexy,February,10ml,Fruity,Her,All Seasons,1,60.0,30,100,9
17,Yara Candy,June,20ml,Fruity,Her,Summer,1,50.0,45,200,3
20,Musk Roman,July,10ml,Musk,Unisex,All Seasons,1,30.0,30,100,0
24,Ultra Male,February,30ml,Oriental,Him,Winter,1,20.0,150,300,2
15,Coconut Vanille,November,5ml,Musk,Unisex,Summer,0,50.0,20,50,1
14,Khamra,December,5ml,Musk,Unisex,Winter,1,30.0,20,50,11
21,Musk Pink,March,20ml,Fruity,Her,Summer,0,50.0,45,200,3
17,Yara Candy,March,30ml,Fruity,Her,Summer,0,10.0,150,300,3
9,Black XS L'exces,October,20ml,Oriental,Him,Summer,0,50.0,45,200,3
16,Very Sexy,May,5ml,Fruity,Her,All Seasons,1,30.0,20,50,2
14,Khamra,January,5ml,Musk,Unisex,Winter,1,30.0,20,50,1
6,Oud,October,5ml,Musk,Unisex,Winter,0,30.0,20,50,4
13,Black Opium,May,5ml,Oriental,Him,Winter,0,30.0,20,50,11
15,Coconut Vanille,May,50ml,Musk,Unisex,Summer,1,50.0,200,450,14
22,Elixir,August,10ml,Fresh,Him,Summer,1,50.0,30,100,4
14,Khamra,July,50ml,Musk,Unisex,Winter,0,10.0,200,450,2
4,Zara Gold,October,20ml,Woody,Him,All Seasons,1,30.0,45,200,7
24,Ultra Male,October,100ml,Oriental,Him,Winter,0,30.0,350,600,2
14,Khamra,December,100ml,Musk,Unisex,Winter,1,60.0,350,600,5
7,Imperial Valley,December,30ml,Oriental,Him,Summer,0,50.0,150,300,4
19,Good Girl,August,100ml,Oriental,Her,All Seasons,1,30.0,350,600,3
10,Invictus,July,20ml,Oriental,Him,Summer,1,30.0,45,200,2
9,Black XS L'exces,June,20ml,Oriental,Him,Summer,1,50.0,45,200,8
21,Musk Pink,August,5ml,Fruity,Her,Summer,1,30.0,20,50,8
21,Musk Pink,January,30ml,Fruity,Her,Summer,0,30.0,150,300,2
13,Black Opium,May,30ml,Oriental,Him,Winter,0,30.0,150,300,0
9,Black XS L'exces,April,30ml,Oriental,Him,Summer,0,10.0,150,300,3
21,Musk Pink,July,10ml,Fruity,Her,Summer,1,50.0,30,100,9
5,One Million,December,20ml,Woody,Him,All Seasons,1,30.0,45,200,1
18,Marshmallow,June,10ml,Fruity,Unisex,Winter,0,10.0,30,100,6
15,Coconut Vanille,July,100ml,Musk,Unisex,Summer,1,60.0,350,600,3
21,Musk Pink,May,5ml,Fruity,Her,Summer,1,30.0,20,50,12
11,Lacoste White,May,10ml,Woody,Him,Summer,1,50.0,30,100,7
20,Musk Roman,September,10ml,Musk,Unisex,All Seasons,1,30.0,30,100,1
1,Le Male Elixir,March,20ml,Oriental,Him,Winter,1,50.0,45,200,5
19,Good Girl,November,10ml,Oriental,Her,All Seasons,1,50.0,30,100,4
2,Stronger With You,February,100ml,Fresh,Him,All Seasons,1,60.0,350,600,1
16,Very Sexy,March,30ml,Fruity,Her,All Seasons,1,20.0,150,300,3
5,One Million,October,20ml,Woody,Him,All Seasons,1,30.0,45,200,2
24,Ultra Male,January,20ml,Oriental,Him,Winter,1,60.0,45,200,6
19,Good Girl,May,30ml,Oriental,Her,All Seasons,1,50.0,150,300,5
3,Stronger With You Intensely,May,20ml,Fresh,Him,Winter,0,50.0,45,200,6
22,Elixir,December,100ml,Fresh,Him,Summer,0,30.0,350,600,3
7,Imperial Valley,February,5ml,Oriental,Him,Summer,0,60.0,20,50,2
14,Khamra,June,10ml,Musk,Unisex,Winter,0,50.0,30,100,4
3,Stronger With You Intensely,June,20ml,Fresh,Him,Winter,0,50.0,45,200,5
3,Stronger With You Intensely,October,100ml,Fresh,Him,Winter,0,10.0,350,600,1
6,Oud,July,10ml,Musk,Unisex,Winter,0,20.0,30,100,2
13,Black Opium,February,10ml,Oriental,Him,Winter,1,10.0,30,100,1
14,Khamra,November,20ml,Musk,Unisex,Winter,1,60.0,45,200,6
21,Musk Pink,February,50ml,Fruity,Her,Summer,0,60.0,200,450,1
4,Zara Gold,September,100ml,Woody,Him,All Seasons,1,60.0,350,600,0
18,Marshmallow,April,5ml,Fruity,Unisex,Winter,0,60.0,20,50,7
1,Le Male Elixir,February,30ml,Oriental,Him,Winter,1,30.0,150,300,6
7,Imperial Valley,March,30ml,Oriental,Him,Summer,0,50.0,150,300,1
5,One Million,December,20ml,Woody,Him,All Seasons,1,30.0,45,200,1
3,Stronger With You Intensely,December,5ml,Fresh,Him,Winter,1,50.0,20,50,3
15,Coconut Vanille,August,30ml,Musk,Unisex,Summer,1,20.0,150,300,5
22,Elixir,October,30ml,Fresh,Him,Summer,0,50.0,150,300,2
17,Yara Candy,November,5ml,Fruity,Her,Summer,0,20.0,20,50,0
21,Musk Pink,May,30ml,Fruity,Her,Summer,1,30.0,150,300,1
15,Coconut Vanille,October,30ml,Musk,Unisex,Summer,0,20.0,150,300,2
2,Stronger With You,July,20ml,Fresh,Him,All Seasons,1,20.0,45,200,8
9,Black XS L'exces,March,30ml,Oriental,Him,Summer,0,10.0,150,300,3
20,Musk Roman,July,100ml,Musk,Unisex,All Seasons,1,10.0,350,600,1
2,Stronger With You,January,20ml,Fresh,Him,All Seasons,1,20.0,45,200,8
3,Stronger With You Intensely,August,100ml,Fresh,Him,Winter,0,10.0,350,600,0
21,Musk Pink,April,5ml,Fruity,Her,Summer,0,30.0,20,50,5
2,Stronger With You,February,50ml,Fresh,Him,All Seasons,1,30.0,200,450,12
24,Ultra Male,September,50ml,Oriental,Him,Winter,0,20.0,200,450,2
19,Good Girl,May,50ml,Oriental,Her,All Seasons,1,30.0,200,450,1
16,Very Sexy,June,20ml,Fruity,Her,All Seasons,1,60.0,45,200,0
13,Black Opium,February,5ml,Oriental,Him,Winter,1,30.0,20,50,4
3,Stronger With You Intensely,January,5ml,Fresh,Him,Winter,1,50.0,20,50,14
10,Invictus,December,10ml,Oriental,Him,Summer,0,10.0,30,100,2
20,Musk Roman,August,5ml,Musk,Unisex,All Seasons,1,30.0,20,50,15
22,Elixir,May,10ml,Fresh,Him,Summer,1,50.0,30,100,8
11,Lacoste White,August,5ml,Woody,Him,Summer,1,60.0,20,50,0
21,Musk Pink,September,20ml,Fruity,Her,Summer,1,50.0,45,200,5
19,Good Girl,February,100ml,Oriental,Her,All Seasons,1,30.0,350,600,5
2,Stronger With You,December,5ml,Fresh,Him,All Seasons,1,10.0,20,50,11
15,Coconut Vanille,August,20ml,Musk,Unisex,Summer,1,10.0,45,200,1
15,Coconut Vanille,April,10ml,Musk,Unisex,Summer,0,50.0,30,100,4
14,Khamra,April,20ml,Musk,Unisex,Winter,0,60.0,45,200,3
19,Good Girl,February,30ml,Oriental,Her,All Seasons,1,50.0,150,300,2
22,Elixir,April,100ml,Fresh,Him,Summer,0,30.0,350,600,3
14,Khamra,May,5ml,Musk,Unisex,Winter,0,30.0,20,50,2
8,Silver Scent,March,10ml,Oriental,Him,All Seasons,1,20.0,30,100,1
24,Ultra Male,September,5ml,Oriental,Him,Winter,0,20.0,20,50,0
24,Ultra Male,April,5ml,Oriental,Him,Winter,0,20.0,20,50,2
17,Yara Candy,June,50ml,Fruity,Her,Summer,1,60.0,200,450,5
16,Very Sexy,July,10ml,Fruity,Her,All Seasons,1,60.0,30,100,4
3,Stronger With You Intensely,January,10ml,Fresh,Him,Winter,1,50.0,30,100,4
10,Invictus,March,20ml,Oriental,Him,Summer,0,30.0,45,200,1
5,One Million,January,20ml,Woody,Him,All Seasons,1,30.0,45,200,6
13,Black Opium,September,20ml,Oriental,Him,Winter,0,50.0,45,200,4
20,Musk Roman,September,100ml,Musk,Unisex,All Seasons,1,10.0,350,600,2
6,Oud,February,50ml,Musk,Unisex,Winter,1,60.0,200,450,4
24,Ultra Male,September,20ml,Oriental,Him,Winter,0,60.0,45,200,1
4,Zara Gold,October,10ml,Woody,Him,All Seasons,1,30.0,30,100,12
3,Stronger With You Intensely,February,5ml,Fresh,Him,Winter,1,50.0,20,50,1
24,Ultra Male,February,50ml,Oriental,Him,Winter,1,20.0,200,450,8
3,Stronger With You Intensely,October,50ml,Fresh,Him,Winter,0,30.0,200,450,2
18,Marshmallow,April,50ml,Fruity,Unisex,Winter,0,50.0,200,450,3
19,Good Girl,May,50ml,Oriental,Her,All Seasons,1,30.0,200,450,2
8,Silver Scent,August,30ml,Oriental,Him,All Seasons,1,60.0,150,300,6
2,Stronger With You,January,30ml,Fresh,Him,All Seasons,1,10.0,150,300,1
8,Silver Scent,June,100ml,Oriental,Him,All Seasons,1,60.0,350,600,11
2,Stronger With You,May,30ml,Fresh,Him,All Seasons,1,10.0,150,300,3
17,Yara Candy,October,100ml,Fruity,Her,Summer,0,10.0,350,600,3
22,Elixir,September,50ml,Fresh,Him,Summer,1,30.0,200,450,9
24,Ultra Male,April,20ml,Oriental,Him,Winter,0,60.0,45,200,6
20,Musk Roman,August,20ml,Musk,Unisex,All Seasons,1,10.0,45,200,3
19,Good Girl,May,5ml,Oriental,Her,All Seasons,1,30.0,20,50,4
22,Elixir,June,10ml,Fresh,Him,Summer,1,50.0,30,100,0
19,Good Girl,September,30ml,Oriental,Her,All Seasons,1,50.0,150,300,4
16,Very Sexy,April,30ml,Fruity,Her,All Seasons,1,20.0,150,300,4
24,Ultra Male,July,100ml,Oriental,Him,Winter,0,30.0,350,600,1
8,Silver Scent,June,5ml,Oriental,Him,All Seasons,1,50.0,20,50,1
10,Invictus,August,5ml,Oriental,Him,Summer,1,30.0,20,50,2
22,Elixir,May,30ml,Fresh,Him,Summer,1,50.0,150,300,0
8,Silver Scent,December,5ml,Oriental,Him,All Seasons,1,50.0,20,50,3
8,Silver Scent,May,100ml,Oriental,Him,All Seasons,1,60.0,350,600,0
4,Zara Gold,February,10ml,Woody,Him,All Seasons,1,30.0,30,100,0
7,Imperial Valley,June,30ml,Oriental,Him,Summer,1,50.0,150,300,0
15,Coconut Vanille,March,5ml,Musk,Unisex,Summer,0,50.0,20,50,5
22,Elixir,June,5ml,Fresh,Him,Summer,1,10.0,20,50,2
4,Zara Gold,December,100ml,Woody,Him,All Seasons,1,60.0,350,600,7
17,Yara Candy,February,30ml,Fruity,Her,Summer,0,10.0,150,300,5
19,Good Girl,January,100ml,Oriental,Her,All Seasons,1,30.0,350,600,7
22,Elixir,April,100ml,Fresh,Him,Summer,0,30.0,350,600,2
19,Good Girl,June,100ml,Oriental,Her,All Seasons,1,30.0,350,600,3
4,Zara Gold,February,10ml,Woody,Him,All Seasons,1,30.0,30,100,8
12,Spicebomb,September,50ml,Woody,Him,Winter,0,50.0,200,450,6
23,Moon Sparkle,August,30ml,Gourmand,Her,Summer,1,20.0,150,300,3
22,Elixir,September,10ml,Fresh,Him,Summer,1,50.0,30,100,6
15,Coconut Vanille,June,10ml,Musk,Unisex,Summer,1,50.0,30,100,10
24,Ultra Male,December,20ml,Oriental,Him,Winter,1,60.0,45,200,12
17,Yara Candy,September,50ml,Fruity,Her,Summer,1,60.0,200,450,5
2,Stronger With You,December,20ml,Fresh,Him,All Seasons,1,20.0,45,200,0
22,Elixir,February,10ml,Fresh,Him,Summer,0,50.0,30,100,2
5,One Million,September,30ml,Woody,Him,All Seasons,1,60.0,150,300,8
10,Invictus,May,30ml,Oriental,Him,Summer,1,10.0,150,300,5
6,Oud,March,30ml,Musk,Unisex,Winter,1,30.0,150,300,2
18,Marshmallow,March,30ml,Fruity,Unisex,Winter,1,50.0,150,300,3
1,Le Male Elixir,March,20ml,Oriental,Him,Winter,1,50.0,45,200,5
16,Very Sexy,February,20ml,Fruity,Her,All Seasons,1,60.0,45,200,6
21,Musk Pink,June,20ml,Fruity,Her,Summer,1,50.0,45,200,6
19,Good Girl,October,100ml,Oriental,Her,All Seasons,1,30.0,350,600,4
8,Silver Scent,June,20ml,Oriental,Him,All Seasons,1,10.0,45,200,6
22,Elixir,February,100ml,Fresh,Him,Summer,0,30.0,350,600,1
9,Black XS L'exces,September,10ml,Oriental,Him,Summer,1,50.0,30,100,5
17,Yara Candy,March,20ml,Fruity,Her,Summer,0,50.0,45,200,3
13,Black Opium,November,20ml,Oriental,Him,Winter,1,50.0,45,200,1
2,Stronger With You,May,20ml,Fresh,Him,All Seasons,1,20.0,45,200,13
1,Le Male Elixir,January,10ml,Oriental,Him,Winter,1,50.0,30,100,2
5,One Million,April,30ml,Woody,Him,All Seasons,1,60.0,150,300,2
23,Moon Sparkle,October,100ml,Gourmand,Her,Summer,0,10.0,350,600,5
23,Moon Sparkle,December,10ml,Gourmand,Her,Summer,0,30.0,30,100,4
10,Invictus,June,10ml,Oriental,Him,Summer,1,10.0,30,100,3
24,Ultra Male,December,10ml,Oriental,Him,Winter,1,30.0,30,100,14
2,Stronger With You,March,10ml,Fresh,Him,All Seasons,1,50.0,30,100,3
24,Ultra Male,June,5ml,Oriental,Him,Winter,0,20.0,20,50,4
6,Oud,June,5ml,Musk,Unisex,Winter,0,30.0,20,50,5
1,Le Male Elixir,March,5ml,Oriental,Him,Winter,1,10.0,20,50,6
19,Good Girl,May,5ml,Oriental,Her,All Seasons,1,30.0,20,50,1
10,Invictus,June,30ml,Oriental,Him,Summer,1,10.0,150,300,0
8,Silver Scent,September,5ml,Oriental,Him,All Seasons,1,50.0,20,50,4
19,Good Girl,June,10ml,Oriental,Her,All Seasons,1,50.0,30,100,3
8,Silver Scent,February,20ml,Oriental,Him,All Seasons,1,10.0,45,200,6
19,Good Girl,June,5ml,Oriental,Her,All Seasons,1,30.0,20,50,6
5,One Million,November,20ml,Woody,Him,All Seasons,1,30.0,45,200,5
3,Stronger With You Intensely,January,100ml,Fresh,Him,Winter,1,10.0,350,600,0
8,Silver Scent,December,5ml,Oriental,Him,All Seasons,1,50.0,20,50,0
15,Coconut Vanille,February,10ml,Musk,Unisex,Summer,0,50.0,30,100,4
6,Oud,January,5ml,Musk,Unisex,Winter,1,30.0,20,50,8
4,Zara Gold,February,10ml,Woody,Him,All Seasons,1,30.0,30,100,1
18,Marshmallow,April,100ml,Fruity,Unisex,Winter,0,50.0,350,600,2
12,Spicebomb,May,30ml,Woody,Him,Winter,0,30.0,150,300,3
11,Lacoste White,October,20ml,Woody,Him,Summer,0,20.0,45,200,5
6,Oud,July,50ml,Musk,Unisex,Winter,0,60.0,200,450,0
1,Le Male Elixir,August,100ml,Oriental,Him,Winter,0,60.0,350,600,4
2,Stronger With You,November,100ml,Fresh,Him,All Seasons,1,60.0,350,600,3
17,Yara Candy,February,30ml,Fruity,Her,Summer,0,10.0,150,300,0
2,Stronger With You,March,10ml,Fresh,Him,All Seasons,1,50.0,30,100,3
6,Oud,December,30ml,Musk,Unisex,Winter,1,30.0,150,300,4
22,Elixir,October,50ml,Fresh,Him,Summer,0,30.0,200,450,9
9,Black XS L'exces,January,20ml,Oriental,Him,Summer,0,50.0,45,200,1
18,Marshmallow,March,30ml,Fruity,Unisex,Winter,1,50.0,150,300,5
9,Black XS L'exces,May,50ml,Oriental,Him,Summer,1,20.0,200,450,5
23,Moon Sparkle,January,30ml,Gourmand,Her,Summer,0,20.0,150,300,2
20,Musk Roman,July,50ml,Musk,Unisex,All Seasons,1,20.0,200,450,5
12,Spicebomb,August,20ml,Woody,Him,Winter,0,10.0,45,200,4
17,Yara Candy,May,50ml,Fruity,Her,Summer,1,60.0,200,450,2
10,Invictus,March,10ml,Oriental,Him,Summer,0,10.0,30,100,3
23,Moon Sparkle,June,50ml,Gourmand,Her,Summer,1,50.0,200,450,5
9,Black XS L'exces,December,50ml,Oriental,Him,Summer,0,20.0,200,450,2
21,Musk Pink,September,20ml,Fruity,Her,Summer,1,50.0,45,200,7
15,Coconut Vanille,December,30ml,Musk,Unisex,Summer,0,20.0,150,300,2
16,Very Sexy,July,30ml,Fruity,Her,All Seasons,1,20.0,150,300,4
9,Black XS L'exces,February,20ml,Oriental,Him,Summer,0,50.0,45,200,1
20,Musk Roman,January,20ml,Musk,Unisex,All Seasons,1,10.0,45,200,4
18,Marshmallow,March,50ml,Fruity,Unisex,Winter,1,50.0,200,450,4
20,Musk Roman,July,50ml,Musk,Unisex,All Seasons,1,20.0,200,450,3
20,Musk Roman,March,20ml,Musk,Unisex,All Seasons,1,10.0,45,200,1
4,Zara Gold,April,100ml,Woody,Him,All Seasons,1,60.0,350,600,7
22,Elixir,November,100ml,Fresh,Him,Summer,0,30.0,350,600,0
21,Musk Pink,January,50ml,Fruity,Her,Summer,0,60.0,200,450,5
6,Oud,January,5ml,Musk,Unisex,Winter,1,30.0,20,50,2
24,Ultra Male,May,20ml,Oriental,Him,Winter,0,60.0,45,200,8
13,Black Opium,October,5ml,Oriental,Him,Winter,0,30.0,20,50,0
8,Silver Scent,October,100ml,Oriental,Him,All Seasons,1,60.0,350,600,3
6,Oud,April,30ml,Musk,Unisex,Winter,0,30.0,150,300,1
9,Black XS L'exces,April,10ml,Oriental,Him,Summer,0,50.0,30,100,3
1,Le Male Elixir,July,10ml,Oriental,Him,Winter,0,50.0,30,100,4
17,Yara Candy,November,50ml,Fruity,Her,Summer,0,60.0,200,450,6
17,Yara Candy,March,5ml,Fruity,Her,Summer,0,20.0,20,50,2
17,Yara Candy,November,20ml,Fruity,Her,Summer,0,50.0,45,200,0
14,Khamra,October,5ml,Musk,Unisex,Winter,0,30.0,20,50,5
9,Black XS L'exces,April,50ml,Oriental,Him,Summer,0,20.0,200,450,2
18,Marshmallow,September,50ml,Fruity,Unisex,Winter,0,50.0,200,450,0
21,Musk Pink,August,50ml,Fruity,Her,Summer,1,60.0,200,450,3
3,Stronger With You Intensely,January,100ml,Fresh,Him,Winter,1,10.0,350,600,2
10,Invictus,May,20ml,Oriental,Him,Summer,1,30.0,45,200,5
24,Ultra Male,March,30ml,Oriental,Him,Winter,1,20.0,150,300,4
21,Musk Pink,January,100ml,Fruity,Her,Summer,0,30.0,350,600,0
24,Ultra Male,June,50ml,Oriental,Him,Winter,0,20.0,200,450,0
5,One Million,September,20ml,Woody,Him,All Seasons,1,30.0,45,200,10
12,Spicebomb,July,100ml,Woody,Him,Winter,0,10.0,350,600,0
4,Zara Gold,February,50ml,Woody,Him,All Seasons,1,10.0,200,450,2
21,Musk Pink,October,50ml,Fruity,Her,Summer,0,60.0,200,450,1
13,Black Opium,January,20ml,Oriental,Him,Winter,1,50.0,45,200,14
6,Oud,May,10ml,Musk,Unisex,Winter,0,20.0,30,100,4
3,Stronger With You Intensely,July,50ml,Fresh,Him,Winter,0,30.0,200,450,4
18,Marshmallow,December,5ml,Fruity,Unisex,Winter,1,60.0,20,50,8
20,Musk Roman,October,100ml,Musk,Unisex,All Seasons,1,10.0,350,600,11
22,Elixir,March,30ml,Fresh,Him,Summer,0,50.0,150,300,0
24,Ultra Male,June,50ml,Oriental,Him,Winter,0,20.0,200,450,1
20,Musk Roman,November,100ml,Musk,Unisex,All Seasons,1,10.0,350,600,1
19,Good Girl,March,50ml,Oriental,Her,All Seasons,1,30.0,200,450,3
20,Musk Roman,November,100ml,Musk,Unisex,All Seasons,1,10.0,350,600,2
24,Ultra Male,July,30ml,Oriental,Him,Winter,0,20.0,150,300,2
12,Spicebomb,August,5ml,Woody,Him,Winter,0,60.0,20,50,3
19,Good Girl,August,20ml,Oriental,Her,All Seasons,1,20.0,45,200,8
20,Musk Roman,December,100ml,Musk,Unisex,All Seasons,1,10.0,350,600,2
3,Stronger With You Intensely,September,10ml,Fresh,Him,Winter,0,50.0,30,100,2
17,Yara Candy,May,5ml,Fruity,Her,Summer,1,20.0,20,50,1
9,Black XS L'exces,August,20ml,Oriental,Him,Summer,1,50.0,45,200,7
4,Zara Gold,September,30ml,Woody,Him,All Seasons,1,20.0,150,300,3
5,One Million,August,20ml,Woody,Him,All Seasons,1,30.0,45,200,5
3,Stronger With You Intensely,January,100ml,Fresh,Him,Winter,1,10.0,350,600,2
22,Elixir,November,10ml,Fresh,Him,Summer,0,50.0,30,100,1
19,Good Girl,April,20ml,Oriental,Her,All Seasons,1,20.0,45,200,3
3,Stronger With You Intensely,August,30ml,Fresh,Him,Winter,0,50.0,150,300,0
16,Very Sexy,July,50ml,Fruity,Her,All Seasons,1,60.0,200,450,12
16,Very Sexy,February,100ml,Fruity,Her,All Seasons,1,20.0,350,600,0
13,Black Opium,November,10ml,Oriental,Him,Winter,1,10.0,30,100,7
15,Coconut Vanille,January,100ml,Musk,Unisex,Summer,0,60.0,350,600,1
22,Elixir,December,100ml,Fresh,Him,Summer,0,30.0,350,600,0
13,Black Opium,December,100ml,Oriental,Him,Winter,1,20.0,350,600,6
16,Very Sexy,July,5ml,Fruity,Her,All Seasons,1,30.0,20,50,5
14,Khamra,December,20ml,Musk,Unisex,Winter,1,60.0,45,200,14
10,Invictus,November,30ml,Oriental,Him,Summer,0,10.0,150,300,3
22,Elixir,November,10ml,Fresh,Him,Summer,0,50.0,30,100,4
10,Invictus,October,5ml,Oriental,Him,Summer,0,30.0,20,50,3
20,Musk Roman,December,10ml,Musk,Unisex,All Seasons,1,30.0,30,100,1
