OrderId,ProductID,Name,Month,BottleSize,Category,Gender,Season,SoldInSeason,DiscountPercent,CostPerBottle,SellingPrice,QuantitySold
8168,1,Le Male Elixir,June,5ml,Oriental,Him,Winter,0,10.0,20,50,7
8169,10,Invictus,May,20ml,Oriental,Him,Summer,1,30.0,45,200,0
8170,22,Elixir,January,20ml,Fresh,Him,Summer,0,30.0,45,200,0
8171,1,Le Male Elixir,July,10ml,Oriental,Him,Winter,0,50.0,30,100,2
8172,2,Stronger With You,December,100ml,Fresh,Him,All Seasons,1,60.0,350,600,5
8173,17,Yara Candy,November,5ml,Fruity,Her,Summer,0,20.0,20,50,0
8174,11,Lacoste White,November,5ml,Woody,Him,Summer,0,60.0,20,50,2
8175,6,Oud,November,5ml,Musk,Unisex,Winter,1,30.0,20,50,8
8176,5,One Million,December,5ml,Woody,Him,All Seasons,1,50.0,20,50,3
8177,16,Very Sexy,February,10ml,Fruity,Her,All Seasons,1,60.0,30,100,3
8178,13,Black Opium,June,10ml,Oriental,Him,Winter,0,10.0,30,100,4
8179,16,Very Sexy,July,50ml,Fruity,Her,All Seasons,1,60.0,200,450,0
8180,7,Imperial Valley,November,10ml,Oriental,Him,Summer,0,60.0,30,100,0
8181,13,Black Opium,May,10ml,Oriental,Him,Winter,0,10.0,30,100,4
8182,21,Musk Pink,September,20ml,Fruity,Her,Summer,1,50.0,45,200,7
8183,8,Silver Scent,October,5ml,Oriental,Him,All Seasons,1,50.0,20,50,15
8184,10,Invictus,July,50ml,Oriental,Him,Summer,1,50.0,200,450,2
8185,4,Zara Gold,March,50ml,Woody,Him,All Seasons,1,10.0,200,450,1
8186,16,Very Sexy,January,5ml,Fruity,Her,All Seasons,1,30.0,20,50,15
8187,1,Le Male Elixir,June,30ml,Oriental,Him,Winter,0,30.0,150,300,1
8188,6,Oud,March,30ml,Musk,Unisex,Winter,1,30.0,150,300,1
8189,18,Marshmallow,August,100ml,Fruity,Unisex,Winter,0,50.0,350,600,4
8190,1,Le Male Elixir,March,50ml,Oriental,Him,Winter,1,30.0,200,450,1
8191,24,Ultra Male,November,100ml,Oriental,Him,Winter,1,30.0,350,600,10
8192,10,Invictus,November,50ml,Oriental,Him,Summer,0,50.0,200,450,1
8193,10,Invictus,November,30ml,Oriental,Him,Summer,0,10.0,150,300,2
8194,13,Black Opium,August,100ml,Oriental,Him,Winter,0,20.0,350,600,1
8195,16,Very Sexy,February,30ml,Fruity,Her,All Seasons,1,20.0,150,300,8
8196,12,Spicebomb,December,50ml,Woody,Him,Winter,1,50.0,200,450,5
8197,22,Elixir,January,20ml,Fresh,Him,Summer,0,30.0,45,200,3
8198,24,Ultra Male,July,5ml,Oriental,Him,Winter,0,20.0,20,50,4
8199,5,One Million,October,30ml,Woody,Him,All Seasons,1,60.0,150,300,1
8200,17,Yara Candy,February,10ml,Fruity,Her,Summer,0,50.0,30,100,3
8201,8,Silver Scent,June,30ml,Oriental,Him,All Seasons,1,60.0,150,300,3
8202,24,Ultra Male,June,50ml,Oriental,Him,Winter,0,20.0,200,450,5
8203,7,Imperial Valley,March,100ml,Oriental,Him,Summer,0,50.0,350,600,2
8204,8,Silver Scent,February,10ml,Oriental,Him,All Seasons,1,20.0,30,100,2
8205,18,Marshmallow,November,100ml,Fruity,Unisex,Winter,1,50.0,350,600,7
8206,19,Good Girl,November,10ml,Oriental,Her,All Seasons,1,50.0,30,100,1
8207,4,Zara Gold,February,50ml,Woody,Him,All Seasons,1,10.0,200,450,4
8208,14,Khamra,April,100ml,Musk,Unisex,Winter,0,60.0,350,600,1
8209,9,Black XS L'exces,May,30ml,Oriental,Him,Summer,1,10.0,150,300,3
8210,15,Coconut Vanille,March,20ml,Musk,Unisex,Summer,0,10.0,45,200,4
8211,14,Khamra,January,30ml,Musk,Unisex,Winter,1,30.0,150,300,8
8212,24,Ultra Male,July,20ml,Oriental,Him,Winter,0,60.0,45,200,4
8213,23,Moon Sparkle,June,5ml,Gourmand,Her,Summer,1,10.0,20,50,4
8214,16,Very Sexy,October,20ml,Fruity,Her,All Seasons,1,60.0,45,200,6
8215,17,Yara Candy,April,5ml,Fruity,Her,Summer,0,20.0,20,50,1
8216,22,Elixir,July,10ml,Fresh,Him,Summer,1,50.0,30,100,7
8217,5,One Million,April,100ml,Woody,Him,All Seasons,1,30.0,350,600,1
8218,18,Marshmallow,January,5ml,Fruity,Unisex,Winter,1,60.0,20,50,4
8219,19,Good Girl,September,5ml,Oriental,Her,All Seasons,1,30.0,20,50,15
8220,4,Zara Gold,September,100ml,Woody,Him,All Seasons,1,60.0,350,600,2
8221,22,Elixir,August,50ml,Fresh,Him,Summer,1,30.0,200,450,5
8222,17,Yara Candy,January,10ml,Fruity,Her,Summer,0,50.0,30,100,2
8223,9,Black XS L'exces,September,5ml,Oriental,Him,Summer,1,50.0,20,50,9
8224,12,Spicebomb,August,30ml,Woody,Him,Winter,0,30.0,150,300,2
8225,12,Spicebomb,June,100ml,Woody,Him,Winter,0,10.0,350,600,3
8226,23,Moon Sparkle,August,5ml,Gourmand,Her,Summer,1,10.0,20,50,7
8227,24,Ultra Male,February,100ml,Oriental,Him,Winter,1,30.0,350,600,2
8228,20,Musk Roman,March,5ml,Musk,Unisex,All Seasons,1,30.0,20,50,10
8229,16,Very Sexy,February,100ml,Fruity,Her,All Seasons,1,20.0,350,600,2
8230,3,Stronger With You Intensely,June,5ml,Fresh,Him,Winter,0,50.0,20,50,2
8231,22,Elixir,November,10ml,Fresh,Him,Summer,0,50.0,30,100,1
8232,4,Zara Gold,January,5ml,Woody,Him,All Seasons,1,60.0,20,50,15
8233,5,One Million,June,20ml,Woody,Him,All Seasons,1,30.0,45,200,9
8234,2,Stronger With You,April,30ml,Fresh,Him,All Seasons,1,10.0,150,300,1
8235,23,Moon Sparkle,December,5ml,Gourmand,Her,Summer,0,10.0,20,50,1
8236,12,Spicebomb,August,5ml,Woody,Him,Winter,0,60.0,20,50,8
8237,6,Oud,March,5ml,Musk,Unisex,Winter,1,30.0,20,50,5
8238,2,Stronger With You,April,20ml,Fresh,Him,All Seasons,1,20.0,45,200,1
8239,10,Invictus,July,30ml,Oriental,Him,Summer,1,10.0,150,300,2
8240,18,Marshmallow,January,30ml,Fruity,Unisex,Winter,1,50.0,150,300,0
8241,24,Ultra Male,January,100ml,Oriental,Him,Winter,1,30.0,350,600,0
8242,14,Khamra,September,20ml,Musk,Unisex,Winter,0,60.0,45,200,4
8243,15,Coconut Vanille,October,30ml,Musk,Unisex,Summer,0,20.0,150,300,4
8244,21,Musk Pink,September,5ml,Fruity,Her,Summer,1,30.0,20,50,3
8245,22,Elixir,March,20ml,Fresh,Him,Summer,0,30.0,45,200,1
8246,7,Imperial Valley,November,10ml,Oriental,Him,Summer,0,60.0,30,100,1
8247,24,Ultra Male,March,10ml,Oriental,Him,Winter,1,30.0,30,100,5
8248,13,Black Opium,November,5ml,Oriental,Him,Winter,1,30.0,20,50,8
8249,23,Moon Sparkle,April,5ml,Gourmand,Her,Summer,0,10.0,20,50,0
8250,3,Stronger With You Intensely,June,10ml,Fresh,Him,Winter,0,50.0,30,100,6
8251,3,Stronger With You Intensely,December,5ml,Fresh,Him,Winter,1,50.0,20,50,6
8252,22,Elixir,May,20ml,Fresh,Him,Summer,1,30.0,45,200,2
8253,17,Yara Candy,September,5ml,Fruity,Her,Summer,1,20.0,20,50,5
8254,5,One Million,August,20ml,Woody,Him,All Seasons,1,30.0,45,200,7
8255,22,Elixir,January,50ml,Fresh,Him,Summer,0,30.0,200,450,0
8256,3,Stronger With You Intensely,October,10ml,Fresh,Him,Winter,0,50.0,30,100,4
8257,17,Yara Candy,May,5ml,Fruity,Her,Summer,1,20.0,20,50,15
8258,5,One Million,June,10ml,Woody,Him,All Seasons,1,50.0,30,100,8
8259,2,Stronger With You,April,20ml,Fresh,Him,All Seasons,1,20.0,45,200,3
8260,20,Musk Roman,December,30ml,Musk,Unisex,All Seasons,1,10.0,150,300,4
8261,21,Musk Pink,July,30ml,Fruity,Her,Summer,1,30.0,150,300,4
8262,3,Stronger With You Intensely,August,5ml,Fresh,Him,Winter,0,50.0,20,50,2
8263,3,Stronger With You Intensely,July,100ml,Fresh,Him,Winter,0,10.0,350,600,1
8264,15,Coconut Vanille,April,20ml,Musk,Unisex,Summer,0,10.0,45,200,4
8265,1,Le Male Elixir,August,10ml,Oriental,Him,Winter,0,50.0,30,100,3
8266,18,Marshmallow,October,100ml,Fruity,Unisex,Winter,0,50.0,350,600,4
8267,22,Elixir,February,10ml,Fresh,Him,Summer,0,50.0,30,100,8
8268,19,Good Girl,February,50ml,Oriental,Her,All Seasons,1,30.0,200,450,2
8269,6,Oud,February,100ml,Musk,Unisex,Winter,1,10.0,350,600,4
8270,5,One Million,December,10ml,Woody,Him,All Seasons,1,50.0,30,100,6
8271,17,Yara Candy,July,20ml,Fruity,Her,Summer,1,50.0,45,200,10
8272,2,Stronger With You,May,30ml,Fresh,Him,All Seasons,1,10.0,150,300,2
8273,13,Black Opium,March,50ml,Oriental,Him,Winter,1,20.0,200,450,8
8274,11,Lacoste White,September,100ml,Woody,Him,Summer,1,20.0,350,600,0
8275,18,Marshmallow,July,30ml,Fruity,Unisex,Winter,0,50.0,150,300,3
8276,5,One Million,August,50ml,Woody,Him,All Seasons,1,30.0,200,450,6
8277,19,Good Girl,September,100ml,Oriental,Her,All Seasons,1,30.0,350,600,9
8278,17,Yara Candy,February,30ml,Fruity,Her,Summer,0,10.0,150,300,3
8279,6,Oud,September,50ml,Musk,Unisex,Winter,0,60.0,200,450,1
8280,9,Black XS L'exces,September,30ml,Oriental,Him,Summer,1,10.0,150,300,12
8281,2,Stronger With You,April,30ml,Fresh,Him,All Seasons,1,10.0,150,300,10
8282,11,Lacoste White,April,100ml,Woody,Him,Summer,0,20.0,350,600,3
8283,7,Imperial Valley,August,20ml,Oriental,Him,Summer,1,20.0,45,200,6
8284,3,Stronger With You Intensely,May,10ml,Fresh,Him,Winter,0,50.0,30,100,6
8285,14,Khamra,December,50ml,Musk,Unisex,Winter,1,10.0,200,450,5
8286,14,Khamra,February,30ml,Musk,Unisex,Winter,1,30.0,150,300,3
8287,3,Stronger With You Intensely,March,30ml,Fresh,Him,Winter,1,50.0,150,300,5
8288,5,One Million,October,20ml,Woody,Him,All Seasons,1,30.0,45,200,9
8289,2,Stronger With You,September,50ml,Fresh,Him,All Seasons,1,30.0,200,450,3
8290,17,Yara Candy,November,20ml,Fruity,Her,Summer,0,50.0,45,200,3
8291,9,Black XS L'exces,January,30ml,Oriental,Him,Summer,0,10.0,150,300,1
8292,2,Stronger With You,February,5ml,Fresh,Him,All Seasons,1,10.0,20,50,13
8293,5,One Million,November,100ml,Woody,Him,All Seasons,1,30.0,350,600,5
8294,24,Ultra Male,October,50ml,Oriental,Him,Winter,0,20.0,200,450,0
8295,7,Imperial Valley,October,20ml,Oriental,Him,Summer,0,20.0,45,200,5
8296,17,Yara Candy,November,10ml,Fruity,Her,Summer,0,50.0,30,100,0
8297,12,Spicebomb,March,100ml,Woody,Him,Winter,1,10.0,350,600,4
8298,5,One Million,February,30ml,Woody,Him,All Seasons,1,60.0,150,300,3
8299,8,Silver Scent,April,20ml,Oriental,Him,All Seasons,1,10.0,45,200,3
8300,1,Le Male Elixir,December,100ml,Oriental,Him,Winter,1,60.0,350,600,12
8301,18,Marshmallow,July,100ml,Fruity,Unisex,Winter,0,50.0,350,600,1
8302,9,Black XS L'exces,January,10ml,Oriental,Him,Summer,0,50.0,30,100,3
8303,12,Spicebomb,September,50ml,Woody,Him,Winter,0,50.0,200,450,5
8304,4,Zara Gold,November,10ml,Woody,Him,All Seasons,1,30.0,30,100,1
8305,20,Musk Roman,February,5ml,Musk,Unisex,All Seasons,1,30.0,20,50,4
8306,6,Oud,July,20ml,Musk,Unisex,Winter,0,10.0,45,200,0
8307,14,Khamra,September,10ml,Musk,Unisex,Winter,0,50.0,30,100,6
8308,21,Musk Pink,December,30ml,Fruity,Her,Summer,0,30.0,150,300,1
8309,18,Marshmallow,August,20ml,Fruity,Unisex,Winter,0,50.0,45,200,3
8310,15,Coconut Vanille,May,10ml,Musk,Unisex,Summer,1,50.0,30,100,12
8311,22,Elixir,November,20ml,Fresh,Him,Summer,0,30.0,45,200,4
8312,5,One Million,May,50ml,Woody,Him,All Seasons,1,30.0,200,450,1
8313,24,Ultra Male,August,30ml,Oriental,Him,Winter,0,20.0,150,300,1
8314,14,Khamra,November,30ml,Musk,Unisex,Winter,1,30.0,150,300,0
8315,10,Invictus,July,5ml,Oriental,Him,Summer,1,30.0,20,50,3
8316,7,Imperial Valley,September,5ml,Oriental,Him,Summer,1,60.0,20,50,11
8317,18,Marshmallow,November,30ml,Fruity,Unisex,Winter,1,50.0,150,300,0
8318,24,Ultra Male,August,30ml,Oriental,Him,Winter,0,20.0,150,300,5
8319,17,Yara Candy,June,30ml,Fruity,Her,Summer,1,10.0,150,300,9
8320,1,Le Male Elixir,August,20ml,Oriental,Him,Winter,0,50.0,45,200,1
8321,12,Spicebomb,May,5ml,Woody,Him,Winter,0,60.0,20,50,3
8322,18,Marshmallow,September,20ml,Fruity,Unisex,Winter,0,50.0,45,200,5
8323,10,Invictus,January,30ml,Oriental,Him,Summer,0,10.0,150,300,0
8324,19,Good Girl,January,100ml,Oriental,Her,All Seasons,1,30.0,350,600,1
8325,17,Yara Candy,June,30ml,Fruity,Her,Summer,1,10.0,150,300,8
8326,2,Stronger With You,February,20ml,Fresh,Him,All Seasons,1,20.0,45,200,0
8327,14,Khamra,September,20ml,Musk,Unisex,Winter,0,60.0,45,200,0
8328,5,One Million,March,5ml,Woody,Him,All Seasons,1,50.0,20,50,13
8329,12,Spicebomb,June,10ml,Woody,Him,Winter,0,20.0,30,100,4
8330,10,Invictus,March,20ml,Oriental,Him,Summer,0,30.0,45,200,2
8331,20,Musk Roman,December,30ml,Musk,Unisex,All Seasons,1,10.0,150,300,2
8332,21,Musk Pink,November,30ml,Fruity,Her,Summer,0,30.0,150,300,2
8333,12,Spicebomb,January,10ml,Woody,Him,Winter,1,20.0,30,100,8
8334,13,Black Opium,May,30ml,Oriental,Him,Winter,0,30.0,150,300,0
8335,16,Very Sexy,December,10ml,Fruity,Her,All Seasons,1,60.0,30,100,2
8336,16,Very Sexy,June,5ml,Fruity,Her,All Seasons,1,30.0,20,50,6
8337,16,Very Sexy,November,10ml,Fruity,Her,All Seasons,1,60.0,30,100,4
8338,19,Good Girl,February,10ml,Oriental,Her,All Seasons,1,50.0,30,100,1
8339,24,Ultra Male,June,30ml,Oriental,Him,Winter,0,20.0,150,300,0
8340,20,Musk Roman,November,50ml,Musk,Unisex,All Seasons,1,20.0,200,450,3
8341,4,Zara Gold,March,10ml,Woody,Him,All Seasons,1,30.0,30,100,2
8342,12,Spicebomb,January,5ml,Woody,Him,Winter,1,60.0,20,50,10
8343,12,Spicebomb,September,5ml,Woody,Him,Winter,0,60.0,20,50,5
8344,13,Black Opium,January,10ml,Oriental,Him,Winter,1,10.0,30,100,6
8345,13,Black Opium,April,5ml,Oriental,Him,Winter,0,30.0,20,50,4
8346,18,Marshmallow,October,100ml,Fruity,Unisex,Winter,0,50.0,350,600,5
8347,11,Lacoste White,November,10ml,Woody,Him,Summer,0,50.0,30,100,3
8348,7,Imperial Valley,February,30ml,Oriental,Him,Summer,0,50.0,150,300,0
8349,11,Lacoste White,June,50ml,Woody,Him,Summer,1,30.0,200,450,1
8350,21,Musk Pink,October,10ml,Fruity,Her,Summer,0,50.0,30,100,3
8351,8,Silver Scent,May,5ml,Oriental,Him,All Seasons,1,50.0,20,50,8
8352,1,Le Male Elixir,May,10ml,Oriental,Him,Winter,0,50.0,30,100,2
8353,24,Ultra Male,July,100ml,Oriental,Him,Winter,0,30.0,350,600,3
8354,5,One Million,October,20ml,Woody,Him,All Seasons,1,30.0,45,200,6
8355,15,Coconut Vanille,January,5ml,Musk,Unisex,Summer,0,50.0,20,50,5
8356,20,Musk Roman,January,30ml,Musk,Unisex,All Seasons,1,10.0,150,300,2
8357,7,Imperial Valley,February,20ml,Oriental,Him,Summer,0,20.0,45,200,2
8358,9,Black XS L'exces,May,10ml,Oriental,Him,Summer,1,50.0,30,100,3
8359,7,Imperial Valley,April,5ml,Oriental,Him,Summer,0,60.0,20,50,3
8360,4,Zara Gold,June,50ml,Woody,Him,All Seasons,1,10.0,200,450,4
8361,4,Zara Gold,April,10ml,Woody,Him,All Seasons,1,30.0,30,100,5
8362,5,One Million,August,5ml,Woody,Him,All Seasons,1,50.0,20,50,2
8363,11,Lacoste White,April,50ml,Woody,Him,Summer,0,30.0,200,450,2
8364,13,Black Opium,November,10ml,Oriental,Him,Winter,1,10.0,30,100,3
8365,1,Le Male Elixir,April,100ml,Oriental,Him,Winter,0,60.0,350,600,2
8366,21,Musk Pink,March,30ml,Fruity,Her,Summer,0,30.0,150,300,3
8367,17,Yara Candy,November,30ml,Fruity,Her,Summer,0,10.0,150,300,4
8368,2,Stronger With You,August,50ml,Fresh,Him,All Seasons,1,30.0,200,450,2
8369,21,Musk Pink,January,10ml,Fruity,Her,Summer,0,50.0,30,100,3
8370,1,Le Male Elixir,February,50ml,Oriental,Him,Winter,1,30.0,200,450,5
8371,14,Khamra,January,10ml,Musk,Unisex,Winter,1,50.0,30,100,7
8372,12,Spicebomb,October,10ml,Woody,Him,Winter,0,20.0,30,100,1
8373,13,Black Opium,August,30ml,Oriental,Him,Winter,0,30.0,150,300,2
8374,23,Moon Sparkle,December,20ml,Gourmand,Her,Summer,0,50.0,45,200,0
8375,23,Moon Sparkle,April,100ml,Gourmand,Her,Summer,0,10.0,350,600,3
8376,7,Imperial Valley,January,5ml,Oriental,Him,Summer,0,60.0,20,50,0
8377,14,Khamra,June,5ml,Musk,Unisex,Winter,0,30.0,20,50,1
8378,24,Ultra Male,January,5ml,Oriental,Him,Winter,1,20.0,20,50,7
8379,18,Marshmallow,February,100ml,Fruity,Unisex,Winter,1,50.0,350,600,4
8380,22,Elixir,October,20ml,Fresh,Him,Summer,0,30.0,45,200,1
8381,11,Lacoste White,May,100ml,Woody,Him,Summer,1,20.0,350,600,4
8382,7,Imperial Valley,November,30ml,Oriental,Him,Summer,0,50.0,150,300,3
8383,13,Black Opium,July,100ml,Oriental,Him,Winter,0,20.0,350,600,2
8384,20,Musk Roman,August,50ml,Musk,Unisex,All Seasons,1,20.0,200,450,4
8385,23,Moon Sparkle,November,5ml,Gourmand,Her,Summer,0,10.0,20,50,2
8386,17,Yara Candy,June,100ml,Fruity,Her,Summer,1,10.0,350,600,1
8387,17,Yara Candy,April,30ml,Fruity,Her,Summer,0,10.0,150,300,2
8388,13,Black Opium,October,30ml,Oriental,Him,Winter,0,30.0,150,300,2
8389,8,Silver Scent,October,10ml,Oriental,Him,All Seasons,1,20.0,30,100,6
8390,11,Lacoste White,April,50ml,Woody,Him,Summer,0,30.0,200,450,5
8391,12,Spicebomb,October,5ml,Woody,Him,Winter,0,60.0,20,50,3
8392,20,Musk Roman,December,5ml,Musk,Unisex,All Seasons,1,30.0,20,50,3
8393,14,Khamra,March,10ml,Musk,Unisex,Winter,1,50.0,30,100,11
8394,20,Musk Roman,November,50ml,Musk,Unisex,All Seasons,1,20.0,200,450,2
8395,1,Le Male Elixir,February,50ml,Oriental,Him,Winter,1,30.0,200,450,3
8396,19,Good Girl,November,10ml,Oriental,Her,All Seasons,1,50.0,30,100,13
8397,13,Black Opium,November,30ml,Oriental,Him,Winter,1,30.0,150,300,6
8398,24,Ultra Male,November,20ml,Oriental,Him,Winter,1,60.0,45,200,4
8399,12,Spicebomb,May,30ml,Woody,Him,Winter,0,30.0,150,300,0
8400,12,Spicebomb,December,5ml,Woody,Him,Winter,1,60.0,20,50,4
8401,4,Zara Gold,July,20ml,Woody,Him,All Seasons,1,30.0,45,200,1
8402,20,Musk Roman,January,20ml,Musk,Unisex,All Seasons,1,10.0,45,200,6
8403,17,Yara Candy,November,5ml,Fruity,Her,Summer,0,20.0,20,50,8
8404,21,Musk Pink,November,30ml,Fruity,Her,Summer,0,30.0,150,300,0
8405,3,Stronger With You Intensely,April,20ml,Fresh,Him,Winter,0,50.0,45,200,1
8406,6,Oud,March,10ml,Musk,Unisex,Winter,1,20.0,30,100,2
8407,22,Elixir,July,50ml,Fresh,Him,Summer,1,30.0,200,450,3
8408,2,Stronger With You,May,50ml,Fresh,Him,All Seasons,1,30.0,200,450,1
8409,13,Black Opium,August,10ml,Oriental,Him,Winter,0,10.0,30,100,0
8410,10,Invictus,May,100ml,Oriental,Him,Summer,1,50.0,350,600,3
8411,23,Moon Sparkle,March,5ml,Gourmand,Her,Summer,0,10.0,20,50,3
8412,21,Musk Pink,March,30ml,Fruity,Her,Summer,0,30.0,150,300,4
8413,22,Elixir,August,50ml,Fresh,Him,Summer,1,30.0,200,450,0
8414,7,Imperial Valley,June,10ml,Oriental,Him,Summer,1,60.0,30,100,8
8415,15,Coconut Vanille,January,20ml,Musk,Unisex,Summer,0,10.0,45,200,6
8416,17,Yara Candy,July,50ml,Fruity,Her,Summer,1,60.0,200,450,2
8417,24,Ultra Male,October,20ml,Oriental,Him,Winter,0,60.0,45,200,1
8418,1,Le Male Elixir,February,10ml,Oriental,Him,Winter,1,50.0,30,100,4
8419,24,Ultra Male,March,30ml,Oriental,Him,Winter,1,20.0,150,300,4
8420,9,Black XS L'exces,May,5ml,Oriental,Him,Summer,1,50.0,20,50,7
8421,4,Zara Gold,December,30ml,Woody,Him,All Seasons,1,20.0,150,300,2
8422,15,Coconut Vanille,May,10ml,Musk,Unisex,Summer,1,50.0,30,100,3
8423,19,Good Girl,November,10ml,Oriental,Her,All Seasons,1,50.0,30,100,2
8424,4,Zara Gold,September,20ml,Woody,Him,All Seasons,1,30.0,45,200,2
8425,1,Le Male Elixir,December,50ml,Oriental,Him,Winter,1,30.0,200,450,5
8426,22,Elixir,July,10ml,Fresh,Him,Summer,1,50.0,30,100,6
8427,23,Moon Sparkle,April,50ml,Gourmand,Her,Summer,0,50.0,200,450,2
8428,4,Zara Gold,September,20ml,Woody,Him,All Seasons,1,30.0,45,200,8
8429,22,Elixir,February,100ml,Fresh,Him,Summer,0,30.0,350,600,0
8430,22,Elixir,October,20ml,Fresh,Him,Summer,0,30.0,45,200,3
8431,24,Ultra Male,March,20ml,Oriental,Him,Winter,1,60.0,45,200,4
8432,6,Oud,September,50ml,Musk,Unisex,Winter,0,60.0,200,450,2
8433,14,Khamra,July,5ml,Musk,Unisex,Winter,0,30.0,20,50,1
8434,24,Ultra Male,March,100ml,Oriental,Him,Winter,1,30.0,350,600,4
8435,22,Elixir,June,10ml,Fresh,Him,Summer,1,50.0,30,100,2
8436,15,Coconut Vanille,July,50ml,Musk,Unisex,Summer,1,50.0,200,450,4
8437,5,One Million,October,20ml,Woody,Him,All Seasons,1,30.0,45,200,8
8438,3,Stronger With You Intensely,June,10ml,Fresh,Him,Winter,0,50.0,30,100,4
8439,7,Imperial Valley,January,5ml,Oriental,Him,Summer,0,60.0,20,50,5
8440,2,Stronger With You,January,50ml,Fresh,Him,All Seasons,1,30.0,200,450,5
8441,5,One Million,August,5ml,Woody,Him,All Seasons,1,50.0,20,50,6
8442,2,Stronger With You,November,30ml,Fresh,Him,All Seasons,1,10.0,150,300,0
8443,19,Good Girl,June,30ml,Oriental,Her,All Seasons,1,50.0,150,300,3
8444,15,Coconut Vanille,February,10ml,Musk,Unisex,Summer,0,50.0,30,100,3
8445,13,Black Opium,March,50ml,Oriental,Him,Winter,1,20.0,200,450,5
8446,20,Musk Roman,December,20ml,Musk,Unisex,All Seasons,1,10.0,45,200,5
8447,10,Invictus,September,50ml,Oriental,Him,Summer,1,50.0,200,450,8
8448,10,Invictus,January,20ml,Oriental,Him,Summer,0,30.0,45,200,0
8449,5,One Million,April,50ml,Woody,Him,All Seasons,1,30.0,200,450,3
8450,11,Lacoste White,September,20ml,Woody,Him,Summer,1,20.0,45,200,2
8451,5,One Million,August,20ml,Woody,Him,All Seasons,1,30.0,45,200,1
8452,15,Coconut Vanille,April,100ml,Musk,Unisex,Summer,0,60.0,350,600,1
8453,24,Ultra Male,September,5ml,Oriental,Him,Winter,0,20.0,20,50,4
8454,13,Black Opium,November,20ml,Oriental,Him,Winter,1,50.0,45,200,12
8455,8,Silver Scent,November,5ml,Oriental,Him,All Seasons,1,50.0,20,50,6
8456,17,Yara Candy,October,5ml,Fruity,Her,Summer,0,20.0,20,50,12
8457,20,Musk Roman,May,5ml,Musk,Unisex,All Seasons,1,30.0,20,50,8
8458,12,Spicebomb,January,50ml,Woody,Him,Winter,1,50.0,200,450,5
8459,7,Imperial Valley,May,50ml,Oriental,Him,Summer,1,10.0,200,450,2
8460,18,Marshmallow,January,50ml,Fruity,Unisex,Winter,1,50.0,200,450,8
8461,5,One Million,July,100ml,Woody,Him,All Seasons,1,30.0,350,600,2
8462,24,Ultra Male,August,30ml,Oriental,Him,Winter,0,20.0,150,300,3
8463,8,Silver Scent,May,10ml,Oriental,Him,All Seasons,1,20.0,30,100,4
8464,9,Black XS L'exces,February,20ml,Oriental,Him,Summer,0,50.0,45,200,3
8465,18,Marshmallow,July,30ml,Fruity,Unisex,Winter,0,50.0,150,300,2
8466,1,Le Male Elixir,January,50ml,Oriental,Him,Winter,1,30.0,200,450,4
8467,5,One Million,April,20ml,Woody,Him,All Seasons,1,30.0,45,200,3
8468,4,Zara Gold,December,5ml,Woody,Him,All Seasons,1,60.0,20,50,0
8469,10,Invictus,November,100ml,Oriental,Him,Summer,0,50.0,350,600,4
8470,14,Khamra,August,30ml,Musk,Unisex,Winter,0,30.0,150,300,5
8471,5,One Million,May,5ml,Woody,Him,All Seasons,1,50.0,20,50,2
8472,9,Black XS L'exces,January,100ml,Oriental,Him,Summer,0,30.0,350,600,0
8473,19,Good Girl,August,20ml,Oriental,Her,All Seasons,1,20.0,45,200,7
8474,23,Moon Sparkle,June,50ml,Gourmand,Her,Summer,1,50.0,200,450,3
8475,1,Le Male Elixir,September,50ml,Oriental,Him,Winter,0,30.0,200,450,3
8476,16,Very Sexy,February,10ml,Fruity,Her,All Seasons,1,60.0,30,100,3
8477,1,Le Male Elixir,October,100ml,Oriental,Him,Winter,0,60.0,350,600,1
8478,13,Black Opium,October,100ml,Oriental,Him,Winter,0,20.0,350,600,2
8479,22,Elixir,June,100ml,Fresh,Him,Summer,1,30.0,350,600,0
8480,20,Musk Roman,January,10ml,Musk,Unisex,All Seasons,1,30.0,30,100,7
8481,6,Oud,June,5ml,Musk,Unisex,Winter,0,30.0,20,50,2
8482,7,Imperial Valley,May,30ml,Oriental,Him,Summer,1,50.0,150,300,12
8483,19,Good Girl,October,10ml,Oriental,Her,All Seasons,1,50.0,30,100,6
8484,20,Musk Roman,March,30ml,Musk,Unisex,All Seasons,1,10.0,150,300,7
8485,7,Imperial Valley,January,50ml,Oriental,Him,Summer,0,10.0,200,450,0
8486,1,Le Male Elixir,December,5ml,Oriental,Him,Winter,1,10.0,20,50,3
8487,11,Lacoste White,March,50ml,Woody,Him,Summer,0,30.0,200,450,5
8488,15,Coconut Vanille,January,5ml,Musk,Unisex,Summer,0,50.0,20,50,6
8489,11,Lacoste White,November,30ml,Woody,Him,Summer,0,60.0,150,300,1
8490,23,Moon Sparkle,September,30ml,Gourmand,Her,Summer,1,20.0,150,300,9
8491,20,Musk Roman,April,5ml,Musk,Unisex,All Seasons,1,30.0,20,50,5
8492,19,Good Girl,June,10ml,Oriental,Her,All Seasons,1,50.0,30,100,4
8493,1,Le Male Elixir,September,30ml,Oriental,Him,Winter,0,30.0,150,300,0
8494,21,Musk Pink,October,20ml,Fruity,Her,Summer,0,50.0,45,200,4
