TransactionID,PurchaseDate,PurchaseYear,PurchaseMonth,CustomerID,CustomerGovernorate,ProductID,ProductName,ProductBrand,ScentCategory,TargetGender,RecommendedSeason,BottleSize,OriginalUnitPrice_EGP,QuantityPurchased,IsPromotionApplied,DiscountPercent,DiscountedUnitPrice_EGP,TotalSaleAmount_EGP,CostToPriceRatio,TotalCostAmount_EGP,NetProfitAmount_EGP,PaymentStatus,CustomerRating
3992,2023-03-26,2023,3,2960,Luxor,30,Lumière 30,Aurum Scents,Floral,Female,AllSeasons,30ml,300,3,0,0.0,300.0,900.0,0.37,333.14,566.86,Paid,
3993,2023-03-26,2023,3,1612,Suez,2,Lumière 02,Velour House,Floral,Female,AllSeasons,15ml,130,1,0,0.0,130.0,130.0,0.411,53.46,76.54,Paid,
3994,2023-03-26,2023,3,3460,Fayoum,11,Lumière 11,Lumière Paris-Style,Floral,Male,Summer,3ml,30,1,0,0.0,30.0,30.0,0.399,11.97,18.03,Paid,
3995,2023-03-26,2023,3,3419,Aswan,10,Desert 10,Aurum Scents,Fruity,Male,AllSeasons,5ml,50,2,0,0.0,50.0,100.0,0.415,41.46,58.54,Paid,
3996,2023-03-26,2023,3,3469,Cairo,10,Desert 10,Aurum Scents,Fruity,Male,AllSeasons,50ml,450,1,0,0.0,450.0,450.0,0.409,183.9,266.1,Paid,
3997,2023-03-26,2023,3,3003,Sohag,38,Rosewood 38,Aurum Scents,Floral,Female,AllSeasons,3ml,30,1,0,0.0,30.0,30.0,0.382,11.46,18.54,Paid,
3998,2023-03-26,2023,3,1433,Mansoura,3,Aurum 03,Lumière Paris-Style,Oriental,Male,Winter,3ml,30,1,0,0.0,30.0,30.0,0.421,12.63,17.37,Refunded,
3999,2023-03-26,2023,3,2296,Giza,16,Desert 16,Lumière Paris-Style,Fruity,Unisex,Winter,50ml,450,1,0,0.0,450.0,450.0,0.431,194.0,256.0,Paid,
4000,2023-03-26,2023,3,1699,Luxor,9,Aurum 09,Velour House,Fresh,Male,Winter,5ml,50,1,0,0.0,50.0,50.0,0.448,22.42,27.58,Refunded,
4001,2023-03-26,2023,3,2790,Alexandria,20,Velour 20,Velour House,Fresh,Female,Summer,30ml,300,3,0,0.0,300.0,900.0,0.382,344.05,555.95,Paid,
4002,2023-03-26,2023,3,1886,Suez,2,Lumière 02,Velour House,Floral,Female,AllSeasons,3ml,30,2,0,0.0,30.0,60.0,0.447,26.83,33.17,Paid,
4003,2023-03-26,2023,3,135,Mansoura,35,Rosewood 35,Silk Route,Musk,Unisex,Summer,3ml,30,2,1,25.6,22.32,44.64,0.425,25.49,19.15,Paid,
4004,2023-03-26,2023,3,987,Assiut,32,Amber 32,Silk Route,Woody,Male,AllSeasons,100ml,600,1,1,28.8,427.2,427.2,0.411,246.39,180.81,Paid,
4005,2023-03-26,2023,3,3014,Aswan,33,Desert 33,Silk Route,Fruity,Male,Winter,15ml,130,2,0,0.0,130.0,260.0,0.399,103.62,156.38,Paid,
4006,2023-03-26,2023,3,859,Assiut,43,Midnight 43,Elxair Noir,Fresh,Female,Winter,15ml,130,1,0,0.0,130.0,130.0,0.373,48.52,81.48,Paid,4.0
4007,2023-03-26,2023,3,702,Zagazig,36,Desert 36,Rosewood Atelier,Fruity,Male,Winter,3ml,30,4,0,0.0,30.0,120.0,0.369,44.3,75.7,Paid,
4008,2023-03-26,2023,3,952,Beni Suef,40,Lumière 40,Aurum Scents,Fruity,Unisex,Summer,5ml,50,3,0,0.0,50.0,150.0,0.37,55.49,94.51,Paid,5.0
4009,2023-03-26,2023,3,900,Ismailia,17,Velour 17,Nile Essence,Musk,Unisex,AllSeasons,10ml,100,1,0,0.0,100.0,100.0,0.352,35.18,64.82,Paid,4.0
4010,2023-03-26,2023,3,2189,Tanta,7,Amber 07,Elxair Noir,Woody,Female,Summer,10ml,100,2,1,11.1,88.9,177.8,0.38,76.05,101.75,Paid,
4011,2023-03-26,2023,3,2546,Assiut,17,Velour 17,Nile Essence,Musk,Unisex,AllSeasons,10ml,100,1,0,0.0,100.0,100.0,0.444,44.44,55.56,Paid,4.0
4012,2023-03-26,2023,3,2096,Zagazig,33,Desert 33,Silk Route,Fruity,Male,Winter,5ml,50,1,0,0.0,50.0,50.0,0.368,18.39,31.61,Paid,
4013,2023-03-26,2023,3,989,Cairo,31,Silk 31,Midnight Bloom,Citrus,Female,Summer,5ml,50,1,0,0.0,50.0,50.0,0.393,19.63,30.37,Paid,
4014,2023-03-26,2023,3,2685,Mansoura,25,Silk 25,Silk Route,Oriental,Male,Winter,10ml,100,1,0,0.0,100.0,100.0,0.416,41.56,58.44,Paid,
4015,2023-03-26,2023,3,133,Ismailia,6,Midnight 06,Amber & Co,Fruity,Male,AllSeasons,10ml,100,1,0,0.0,100.0,100.0,0.385,38.55,61.45,Paid,
4016,2023-03-26,2023,3,3460,Ismailia,14,Amber 14,Nile Essence,Floral,Unisex,Summer,3ml,30,1,1,19.8,24.06,24.06,0.422,12.67,11.39,Paid,
4017,2023-03-26,2023,3,2671,Sohag,36,Desert 36,Rosewood Atelier,Fruity,Male,Winter,3ml,30,3,0,0.0,30.0,90.0,0.406,36.55,53.45,Paid,5.0
4018,2023-03-26,2023,3,3150,Sohag,27,Midnight 27,Desert Oud,Fruity,Unisex,Summer,3ml,30,2,1,17.4,24.78,49.56,0.394,23.63,25.93,Paid,
4019,2023-03-26,2023,3,2949,Qena,10,Desert 10,Aurum Scents,Fruity,Male,AllSeasons,3ml,30,2,0,0.0,30.0,60.0,0.396,23.73,36.27,Paid,3.0
4020,2023-03-26,2023,3,662,Cairo,17,Velour 17,Nile Essence,Musk,Unisex,AllSeasons,30ml,300,1,0,0.0,300.0,300.0,0.448,134.51,165.49,Paid,
4021,2023-03-26,2023,3,3347,Alexandria,24,Nile 24,Rosewood Atelier,Floral,Male,Summer,5ml,50,1,0,0.0,50.0,50.0,0.361,18.04,31.96,Paid,
4022,2023-03-26,2023,3,3205,Tanta,39,Velour 39,Elxair Noir,Fruity,Female,AllSeasons,100ml,600,1,0,0.0,600.0,600.0,0.389,233.61,366.39,Paid,
4023,2023-03-26,2023,3,1610,Mansoura,21,Desert 21,Midnight Bloom,Musk,Unisex,AllSeasons,5ml,50,3,0,0.0,50.0,150.0,0.401,60.1,89.9,Paid,
4024,2023-03-26,2023,3,2392,Luxor,3,Aurum 03,Lumière Paris-Style,Oriental,Male,Winter,5ml,50,1,0,0.0,50.0,50.0,0.431,21.54,28.46,Paid,
4025,2023-03-26,2023,3,3337,Cairo,34,Amber 34,Elxair Noir,Fruity,Male,AllSeasons,3ml,30,1,0,0.0,30.0,30.0,0.411,12.33,17.67,Paid,3.0
4026,2023-03-26,2023,3,2438,Zagazig,6,Midnight 06,Amber & Co,Fruity,Male,AllSeasons,30ml,300,1,1,23.2,230.4,230.4,0.424,127.23,103.17,Paid,
4027,2023-03-26,2023,3,2706,Sohag,33,Desert 33,Silk Route,Fruity,Male,Winter,10ml,100,3,0,0.0,100.0,300.0,0.382,114.66,185.34,Paid,
4028,2023-03-26,2023,3,2402,Port Said,10,Desert 10,Aurum Scents,Fruity,Male,AllSeasons,3ml,30,2,0,0.0,30.0,60.0,0.446,26.79,33.21,Refunded,
4029,2023-03-27,2023,3,2969,Zagazig,9,Aurum 09,Velour House,Fresh,Male,Winter,15ml,130,1,0,0.0,130.0,130.0,0.434,56.38,73.62,Paid,
4030,2023-03-27,2023,3,560,Zagazig,32,Amber 32,Silk Route,Woody,Male,AllSeasons,10ml,100,2,0,0.0,100.0,200.0,0.427,85.4,114.6,Paid,
4031,2023-03-27,2023,3,1402,Sohag,9,Aurum 09,Velour House,Fresh,Male,Winter,10ml,100,1,0,0.0,100.0,100.0,0.37,36.98,63.02,Paid,
4032,2023-03-27,2023,3,3087,Cairo,9,Aurum 09,Velour House,Fresh,Male,Winter,100ml,600,1,1,10.6,536.4,536.4,0.359,215.44,320.96,Paid,
4033,2023-03-27,2023,3,2800,Alexandria,31,Silk 31,Midnight Bloom,Citrus,Female,Summer,10ml,100,1,0,0.0,100.0,100.0,0.395,39.54,60.46,Paid,
4034,2023-03-27,2023,3,1251,Beni Suef,10,Desert 10,Aurum Scents,Fruity,Male,AllSeasons,100ml,600,4,0,0.0,600.0,2400.0,0.368,884.16,1515.84,Paid,
4035,2023-03-27,2023,3,1844,Alexandria,9,Aurum 09,Velour House,Fresh,Male,Winter,10ml,100,1,0,0.0,100.0,100.0,0.371,37.08,62.92,Paid,
4036,2023-03-27,2023,3,3934,Damietta,42,Velour 42,Amber & Co,Woody,Male,AllSeasons,50ml,450,2,0,0.0,450.0,900.0,0.384,345.32,554.68,Paid,
4037,2023-03-27,2023,3,1020,Cairo,1,Rosewood 01,Desert Oud,Oriental,Male,Summer,100ml,600,3,0,0.0,600.0,1800.0,0.43,773.78,1026.22,Paid,
4038,2023-03-27,2023,3,252,Ismailia,8,Rosewood 08,Lumière Paris-Style,Floral,Unisex,Summer,15ml,130,1,0,0.0,130.0,130.0,0.394,51.24,78.76,Paid,
4039,2023-03-27,2023,3,472,Alexandria,9,Aurum 09,Velour House,Fresh,Male,Winter,15ml,130,1,0,0.0,130.0,130.0,0.372,48.31,81.69,Paid,
4040,2023-03-27,2023,3,3255,Suez,39,Velour 39,Elxair Noir,Fruity,Female,AllSeasons,5ml,50,1,0,0.0,50.0,50.0,0.362,18.1,31.9,Paid,
4041,2023-03-27,2023,3,494,Aswan,23,Midnight 23,Aurum Scents,Oriental,Male,Summer,3ml,30,2,0,0.0,30.0,60.0,0.446,26.76,33.24,Paid,
4042,2023-03-27,2023,3,885,Assiut,41,Silk 41,Aurum Scents,Woody,Unisex,AllSeasons,3ml,30,1,0,0.0,30.0,30.0,0.448,13.45,16.55,Paid,4.0
4043,2023-03-27,2023,3,2864,Suez,36,Desert 36,Rosewood Atelier,Fruity,Male,Winter,50ml,450,1,0,0.0,450.0,450.0,0.389,174.97,275.03,Paid,
4044,2023-03-27,2023,3,3235,Mansoura,6,Midnight 06,Amber & Co,Fruity,Male,AllSeasons,10ml,100,2,0,0.0,100.0,200.0,0.364,72.7,127.3,Paid,
4045,2023-03-27,2023,3,3841,Tanta,2,Lumière 02,Velour House,Floral,Female,AllSeasons,5ml,50,1,0,0.0,50.0,50.0,0.388,19.41,30.59,Paid,4.0
4046,2023-03-27,2023,3,2616,Luxor,9,Aurum 09,Velour House,Fresh,Male,Winter,3ml,30,2,0,0.0,30.0,60.0,0.42,25.22,34.78,Paid,5.0
4047,2023-03-27,2023,3,3663,Giza,7,Amber 07,Elxair Noir,Woody,Female,Summer,10ml,100,1,1,25.1,74.9,74.9,0.449,44.95,29.95,Paid,
4048,2023-03-27,2023,3,1234,Giza,43,Midnight 43,Elxair Noir,Fresh,Female,Winter,3ml,30,1,0,0.0,30.0,30.0,0.358,10.73,19.27,Paid,
4049,2023-03-27,2023,3,1515,Beni Suef,21,Desert 21,Midnight Bloom,Musk,Unisex,AllSeasons,15ml,130,1,0,0.0,130.0,130.0,0.358,46.52,83.48,Refunded,
4050,2023-03-27,2023,3,463,Sohag,6,Midnight 06,Amber & Co,Fruity,Male,AllSeasons,30ml,300,1,0,0.0,300.0,300.0,0.436,130.84,169.16,Paid,
4051,2023-03-27,2023,3,1495,Fayoum,9,Aurum 09,Velour House,Fresh,Male,Winter,10ml,100,1,0,0.0,100.0,100.0,0.377,37.66,62.34,Paid,
4052,2023-03-27,2023,3,2371,Zagazig,34,Amber 34,Elxair Noir,Fruity,Male,AllSeasons,15ml,130,1,0,0.0,130.0,130.0,0.362,47.11,82.89,Paid,
4053,2023-03-27,2023,3,3383,Suez,25,Silk 25,Silk Route,Oriental,Male,Winter,10ml,100,1,0,0.0,100.0,100.0,0.409,40.9,59.1,Refunded,
4054,2023-03-27,2023,3,1402,Sohag,16,Desert 16,Lumière Paris-Style,Fruity,Unisex,Winter,10ml,100,1,0,0.0,100.0,100.0,0.373,37.27,62.73,Paid,
4055,2023-03-27,2023,3,252,Sohag,44,Silk 44,Aurum Scents,Citrus,Male,Winter,30ml,300,1,0,0.0,300.0,300.0,0.388,116.48,183.52,Paid,
4056,2023-03-27,2023,3,259,Suez,30,Lumière 30,Aurum Scents,Floral,Female,AllSeasons,30ml,300,1,0,0.0,300.0,300.0,0.445,133.63,166.37,Paid,
4057,2023-03-27,2023,3,2698,Alexandria,15,Nile 15,Midnight Bloom,Fruity,Female,AllSeasons,15ml,130,1,0,0.0,130.0,130.0,0.365,47.47,82.53,Paid,
4058,2023-03-27,2023,3,1652,Zagazig,31,Silk 31,Midnight Bloom,Citrus,Female,Summer,3ml,30,1,0,0.0,30.0,30.0,0.442,13.26,16.74,Pending,
4059,2023-03-27,2023,3,2131,Ismailia,45,Midnight 45,Amber & Co,Oriental,Male,Summer,5ml,50,1,0,0.0,50.0,50.0,0.418,20.89,29.11,Paid,
4060,2023-03-27,2023,3,3782,Fayoum,37,Silk 37,Silk Route,Oriental,Female,Summer,15ml,130,2,1,19.8,104.26,208.52,0.396,103.05,105.47,Paid,4.0
4061,2023-03-27,2023,3,2616,Qena,8,Rosewood 08,Lumière Paris-Style,Floral,Unisex,Summer,10ml,100,2,0,0.0,100.0,200.0,0.427,85.36,114.64,Paid,3.0
4062,2023-03-27,2023,3,1865,Qena,5,Rosewood 05,Aurum Scents,Woody,Unisex,Summer,5ml,50,1,0,0.0,50.0,50.0,0.397,19.85,30.15,Paid,
4063,2023-03-27,2023,3,3039,Port Said,14,Amber 14,Nile Essence,Floral,Unisex,Summer,15ml,130,1,0,0.0,130.0,130.0,0.421,54.71,75.29,Paid,
4064,2023-03-27,2023,3,3751,Qena,18,Aurum 18,Velour House,Citrus,Male,AllSeasons,10ml,100,1,0,0.0,100.0,100.0,0.428,42.77,57.23,Paid,
4065,2023-03-27,2023,3,2068,Damietta,15,Nile 15,Midnight Bloom,Fruity,Female,AllSeasons,30ml,300,2,0,0.0,300.0,600.0,0.444,266.43,333.57,Paid,4.0
4066,2023-03-27,2023,3,459,Fayoum,18,Aurum 18,Velour House,Citrus,Male,AllSeasons,3ml,30,1,0,0.0,30.0,30.0,0.389,11.68,18.32,Paid,4.0
4067,2023-03-27,2023,3,2154,Zagazig,22,Elxair 22,Lumière Paris-Style,Oriental,Unisex,Winter,5ml,50,3,0,0.0,50.0,150.0,0.438,65.7,84.3,Paid,
4068,2023-03-27,2023,3,3619,Minya,32,Amber 32,Silk Route,Woody,Male,AllSeasons,3ml,30,1,0,0.0,30.0,30.0,0.396,11.87,18.13,Paid,
4069,2023-03-27,2023,3,621,Fayoum,23,Midnight 23,Aurum Scents,Oriental,Male,Summer,15ml,130,1,0,0.0,130.0,130.0,0.423,55.04,74.96,Paid,
4070,2023-03-27,2023,3,221,Cairo,13,Aurum 13,Nile Essence,Woody,Unisex,AllSeasons,50ml,450,1,0,0.0,450.0,450.0,0.447,201.23,248.77,Paid,5.0
4071,2023-03-27,2023,3,3969,Fayoum,6,Midnight 06,Amber & Co,Fruity,Male,AllSeasons,30ml,300,1,0,0.0,300.0,300.0,0.423,126.79,173.21,Paid,
4072,2023-03-27,2023,3,2796,Zagazig,27,Midnight 27,Desert Oud,Fruity,Unisex,Summer,5ml,50,1,0,0.0,50.0,50.0,0.397,19.84,30.16,Pending,
4073,2023-03-27,2023,3,3384,Cairo,7,Amber 07,Elxair Noir,Woody,Female,Summer,100ml,600,1,0,0.0,600.0,600.0,0.424,254.18,345.82,Paid,
4074,2023-03-27,2023,3,75,Fayoum,18,Aurum 18,Velour House,Citrus,Male,AllSeasons,5ml,50,1,0,0.0,50.0,50.0,0.442,22.12,27.88,Paid,
4075,2023-03-28,2023,3,3409,Assiut,17,Velour 17,Nile Essence,Musk,Unisex,AllSeasons,15ml,130,1,0,0.0,130.0,130.0,0.417,54.15,75.85,Paid,
4076,2023-03-28,2023,3,912,Suez,14,Amber 14,Nile Essence,Floral,Unisex,Summer,15ml,130,1,0,0.0,130.0,130.0,0.416,54.1,75.9,Paid,
4077,2023-03-28,2023,3,1373,Suez,7,Amber 07,Elxair Noir,Woody,Female,Summer,5ml,50,3,0,0.0,50.0,150.0,0.422,63.34,86.66,Paid,
4078,2023-03-28,2023,3,899,Zagazig,8,Rosewood 08,Lumière Paris-Style,Floral,Unisex,Summer,50ml,450,3,0,0.0,450.0,1350.0,0.434,586.48,763.52,Paid,
4079,2023-03-28,2023,3,1765,Tanta,23,Midnight 23,Aurum Scents,Oriental,Male,Summer,10ml,100,1,0,0.0,100.0,100.0,0.42,42.01,57.99,Paid,
4080,2023-03-28,2023,3,1511,Minya,37,Silk 37,Silk Route,Oriental,Female,Summer,15ml,130,1,0,0.0,130.0,130.0,0.441,57.36,72.64,Paid,
4081,2023-03-28,2023,3,622,Damietta,4,Desert 04,Rosewood Atelier,Citrus,Female,Summer,3ml,30,1,0,0.0,30.0,30.0,0.446,13.37,16.63,Paid,
4082,2023-03-28,2023,3,1235,Fayoum,5,Rosewood 05,Aurum Scents,Woody,Unisex,Summer,30ml,300,1,0,0.0,300.0,300.0,0.429,128.78,171.22,Refunded,5.0
4083,2023-03-28,2023,3,3731,Ismailia,40,Lumière 40,Aurum Scents,Fruity,Unisex,Summer,30ml,300,1,0,0.0,300.0,300.0,0.412,123.73,176.27,Paid,
4084,2023-03-28,2023,3,1259,Alexandria,32,Amber 32,Silk Route,Woody,Male,AllSeasons,10ml,100,3,0,0.0,100.0,300.0,0.378,113.33,186.67,Paid,4.0
4085,2023-03-28,2023,3,2255,Fayoum,35,Rosewood 35,Silk Route,Musk,Unisex,Summer,30ml,300,3,0,0.0,300.0,900.0,0.413,371.46,528.54,Refunded,3.0
4086,2023-03-28,2023,3,2817,Fayoum,9,Aurum 09,Velour House,Fresh,Male,Winter,3ml,30,1,0,0.0,30.0,30.0,0.397,11.9,18.1,Paid,4.0
4087,2023-03-28,2023,3,60,Alexandria,19,Nile 19,Midnight Bloom,Oriental,Unisex,Winter,30ml,300,2,0,0.0,300.0,600.0,0.395,237.17,362.83,Paid,
4088,2023-03-28,2023,3,3457,Qena,33,Desert 33,Silk Route,Fruity,Male,Winter,5ml,50,1,1,23.3,38.35,38.35,0.447,22.33,16.02,Paid,
4089,2023-03-28,2023,3,518,Giza,36,Desert 36,Rosewood Atelier,Fruity,Male,Winter,15ml,130,1,1,22.4,100.88,100.88,0.407,52.88,48.0,Paid,
4090,2023-03-28,2023,3,2602,Fayoum,45,Midnight 45,Amber & Co,Oriental,Male,Summer,100ml,600,2,0,0.0,600.0,1200.0,0.439,527.27,672.73,Paid,
4091,2023-03-28,2023,3,2886,Ismailia,35,Rosewood 35,Silk Route,Musk,Unisex,Summer,30ml,300,3,0,0.0,300.0,900.0,0.359,322.84,577.16,Paid,4.0
4092,2023-03-28,2023,3,1789,Aswan,14,Amber 14,Nile Essence,Floral,Unisex,Summer,5ml,50,1,0,0.0,50.0,50.0,0.352,17.59,32.41,Paid,4.0
4093,2023-03-28,2023,3,1463,Mansoura,2,Lumière 02,Velour House,Floral,Female,AllSeasons,50ml,450,1,0,0.0,450.0,450.0,0.361,162.52,287.48,Paid,4.0
4094,2023-03-28,2023,3,1976,Ismailia,35,Rosewood 35,Silk Route,Musk,Unisex,Summer,100ml,600,1,0,0.0,600.0,600.0,0.383,229.75,370.25,Paid,
4095,2023-03-28,2023,3,1798,Fayoum,23,Midnight 23,Aurum Scents,Oriental,Male,Summer,3ml,30,1,0,0.0,30.0,30.0,0.388,11.63,18.37,Paid,
4096,2023-03-28,2023,3,748,Assiut,3,Aurum 03,Lumière Paris-Style,Oriental,Male,Winter,10ml,100,1,0,0.0,100.0,100.0,0.433,43.3,56.7,Paid,
4097,2023-03-28,2023,3,739,Alexandria,34,Amber 34,Elxair Noir,Fruity,Male,AllSeasons,15ml,130,1,0,0.0,130.0,130.0,0.38,49.41,80.59,Paid,
4098,2023-03-28,2023,3,1427,Suez,13,Aurum 13,Nile Essence,Woody,Unisex,AllSeasons,10ml,100,1,0,0.0,100.0,100.0,0.374,37.43,62.57,Paid,
4099,2023-03-28,2023,3,2821,Aswan,43,Midnight 43,Elxair Noir,Fresh,Female,Winter,5ml,50,1,0,0.0,50.0,50.0,0.402,20.11,29.89,Pending,
4100,2023-03-28,2023,3,1894,Damietta,29,Rosewood 29,Desert Oud,Oriental,Male,Summer,50ml,450,1,0,0.0,450.0,450.0,0.427,192.37,257.63,Paid,
4101,2023-03-28,2023,3,3217,Sohag,32,Amber 32,Silk Route,Woody,Male,AllSeasons,15ml,130,1,0,0.0,130.0,130.0,0.384,49.87,80.13,Paid,5.0
4102,2023-03-28,2023,3,1539,Giza,5,Rosewood 05,Aurum Scents,Woody,Unisex,Summer,30ml,300,2,0,0.0,300.0,600.0,0.372,223.06,376.94,Paid,
4103,2023-03-28,2023,3,962,Zagazig,38,Rosewood 38,Aurum Scents,Floral,Female,AllSeasons,50ml,450,1,0,0.0,450.0,450.0,0.444,199.7,250.3,Paid,4.0
4104,2023-03-28,2023,3,556,Minya,11,Lumière 11,Lumière Paris-Style,Floral,Male,Summer,5ml,50,1,0,0.0,50.0,50.0,0.407,20.34,29.66,Paid,4.0
4105,2023-03-28,2023,3,1062,Aswan,45,Midnight 45,Amber & Co,Oriental,Male,Summer,30ml,300,2,0,0.0,300.0,600.0,0.361,216.55,383.45,Paid,5.0
4106,2023-03-28,2023,3,297,Cairo,19,Nile 19,Midnight Bloom,Oriental,Unisex,Winter,100ml,600,2,0,0.0,600.0,1200.0,0.409,491.09,708.91,Paid,5.0
4107,2023-03-28,2023,3,3211,Alexandria,22,Elxair 22,Lumière Paris-Style,Oriental,Unisex,Winter,10ml,100,2,0,0.0,100.0,200.0,0.446,89.13,110.87,Paid,3.0
4108,2023-03-28,2023,3,1538,Alexandria,18,Aurum 18,Velour House,Citrus,Male,AllSeasons,10ml,100,3,0,0.0,100.0,300.0,0.408,122.46,177.54,Paid,4.0
4109,2023-03-28,2023,3,2856,Aswan,41,Silk 41,Aurum Scents,Woody,Unisex,AllSeasons,5ml,50,1,0,0.0,50.0,50.0,0.351,17.54,32.46,Paid,4.0
4110,2023-03-28,2023,3,2035,Suez,39,Velour 39,Elxair Noir,Fruity,Female,AllSeasons,10ml,100,1,1,25.2,74.8,74.8,0.405,40.47,34.33,Refunded,4.0
4111,2023-03-29,2023,3,588,Port Said,13,Aurum 13,Nile Essence,Woody,Unisex,AllSeasons,50ml,450,4,0,0.0,450.0,1800.0,0.411,739.13,1060.87,Paid,
4112,2023-03-29,2023,3,1956,Tanta,23,Midnight 23,Aurum Scents,Oriental,Male,Summer,30ml,300,1,0,0.0,300.0,300.0,0.442,132.6,167.4,Paid,
4113,2023-03-29,2023,3,1088,Mansoura,22,Elxair 22,Lumière Paris-Style,Oriental,Unisex,Winter,3ml,30,1,0,0.0,30.0,30.0,0.398,11.94,18.06,Paid,
4114,2023-03-29,2023,3,135,Aswan,37,Silk 37,Silk Route,Oriental,Female,Summer,100ml,600,1,1,27.3,436.2,436.2,0.38,227.97,208.23,Paid,4.0
4115,2023-03-29,2023,3,1770,Tanta,20,Velour 20,Velour House,Fresh,Female,Summer,3ml,30,1,0,0.0,30.0,30.0,0.37,11.1,18.9,Paid,
4116,2023-03-29,2023,3,2682,Ismailia,4,Desert 04,Rosewood Atelier,Citrus,Female,Summer,100ml,600,1,0,0.0,600.0,600.0,0.351,210.34,389.66,Paid,
4117,2023-03-29,2023,3,3185,Beni Suef,4,Desert 04,Rosewood Atelier,Citrus,Female,Summer,15ml,130,1,0,0.0,130.0,130.0,0.405,52.71,77.29,Paid,
4118,2023-03-29,2023,3,865,Mansoura,37,Silk 37,Silk Route,Oriental,Female,Summer,3ml,30,2,0,0.0,30.0,60.0,0.373,22.37,37.63,Paid,
4119,2023-03-29,2023,3,169,Assiut,16,Desert 16,Lumière Paris-Style,Fruity,Unisex,Winter,5ml,50,1,0,0.0,50.0,50.0,0.417,20.86,29.14,Paid,
4120,2023-03-29,2023,3,3054,Beni Suef,30,Lumière 30,Aurum Scents,Floral,Female,AllSeasons,3ml,30,1,0,0.0,30.0,30.0,0.444,13.31,16.69,Paid,4.0
4121,2023-03-29,2023,3,736,Zagazig,40,Lumière 40,Aurum Scents,Fruity,Unisex,Summer,15ml,130,2,0,0.0,130.0,260.0,0.371,96.33,163.67,Paid,4.0
4122,2023-03-29,2023,3,2110,Suez,44,Silk 44,Aurum Scents,Citrus,Male,Winter,5ml,50,2,0,0.0,50.0,100.0,0.376,37.57,62.43,Paid,
4123,2023-03-29,2023,3,1334,Suez,29,Rosewood 29,Desert Oud,Oriental,Male,Summer,100ml,600,3,0,0.0,600.0,1800.0,0.387,697.5,1102.5,Refunded,5.0
4124,2023-03-29,2023,3,2969,Zagazig,27,Midnight 27,Desert Oud,Fruity,Unisex,Summer,3ml,30,2,0,0.0,30.0,60.0,0.401,24.03,35.97,Paid,
4125,2023-03-29,2023,3,1167,Suez,10,Desert 10,Aurum Scents,Fruity,Male,AllSeasons,3ml,30,1,0,0.0,30.0,30.0,0.356,10.69,19.31,Refunded,4.0
4126,2023-03-29,2023,3,1275,Luxor,14,Amber 14,Nile Essence,Floral,Unisex,Summer,15ml,130,2,1,11.0,115.7,231.4,0.418,108.68,122.72,Paid,
4127,2023-03-29,2023,3,2967,Sohag,2,Lumière 02,Velour House,Floral,Female,AllSeasons,15ml,130,1,0,0.0,130.0,130.0,0.365,47.46,82.54,Paid,5.0
4128,2023-03-29,2023,3,1128,Alexandria,26,Elxair 26,Aurum Scents,Citrus,Female,AllSeasons,3ml,30,1,0,0.0,30.0,30.0,0.366,10.98,19.02,Paid,
4129,2023-03-29,2023,3,841,Cairo,17,Velour 17,Nile Essence,Musk,Unisex,AllSeasons,100ml,600,1,1,16.8,499.2,499.2,0.35,210.26,288.94,Paid,
4130,2023-03-29,2023,3,1,Luxor,6,Midnight 06,Amber & Co,Fruity,Male,AllSeasons,5ml,50,1,0,0.0,50.0,50.0,0.423,21.14,28.86,Paid,
4131,2023-03-29,2023,3,3385,Tanta,26,Elxair 26,Aurum Scents,Citrus,Female,AllSeasons,15ml,130,1,0,0.0,130.0,130.0,0.441,57.39,72.61,Paid,
4132,2023-03-29,2023,3,1153,Suez,16,Desert 16,Lumière Paris-Style,Fruity,Unisex,Winter,30ml,300,1,0,0.0,300.0,300.0,0.354,106.06,193.94,Paid,
4133,2023-03-29,2023,3,1153,Beni Suef,45,Midnight 45,Amber & Co,Oriental,Male,Summer,15ml,130,1,0,0.0,130.0,130.0,0.35,45.53,84.47,Paid,
4134,2023-03-29,2023,3,2325,Sohag,42,Velour 42,Amber & Co,Woody,Male,AllSeasons,5ml,50,2,0,0.0,50.0,100.0,0.449,44.89,55.11,Paid,3.0
4135,2023-03-29,2023,3,2331,Assiut,27,Midnight 27,Desert Oud,Fruity,Unisex,Summer,30ml,300,1,0,0.0,300.0,300.0,0.356,106.87,193.13,Paid,3.0
4136,2023-03-29,2023,3,1886,Sohag,24,Nile 24,Rosewood Atelier,Floral,Male,Summer,3ml,30,1,0,0.0,30.0,30.0,0.372,11.16,18.84,Paid,
4137,2023-03-29,2023,3,1492,Damietta,6,Midnight 06,Amber & Co,Fruity,Male,AllSeasons,10ml,100,1,0,0.0,100.0,100.0,0.404,40.42,59.58,Paid,
4138,2023-03-29,2023,3,286,Beni Suef,30,Lumière 30,Aurum Scents,Floral,Female,AllSeasons,50ml,450,1,0,0.0,450.0,450.0,0.363,163.45,286.55,Paid,
4139,2023-03-29,2023,3,1541,Fayoum,28,Amber 28,Velour House,Musk,Unisex,Winter,15ml,130,1,0,0.0,130.0,130.0,0.414,53.82,76.18,Paid,
